pref	genome	rate	prog	S_alg	k	d	qType	real(s)	sys(s)	user(s)	percent_CPU	max_RAM(kb)	FS_inputs	FS_outputs	elapsed_time_alt(s)
sars-cov-2_pangenome_k32.r_0.2.S_prophasm.k_19.d_na.t_index	sars-cov-2_pangenome_k32	0.2	07_prophex	prophasm	19	na	index	12.28	0.24	11.96	99%	114780	8	155936	12.28659
sars-cov-2_pangenome_k32.r_0.2.S_prophasm.k_21.d_na.t_index	sars-cov-2_pangenome_k32	0.2	07_prophex	prophasm	21	na	index	13.07	0.20	12.78	99%	129996	16	186984	13.07611
sars-cov-2_pangenome_k32.r_0.2.S_prophasm.k_23.d_na.t_index	sars-cov-2_pangenome_k32	0.2	07_prophex	prophasm	23	na	index	17.20	0.23	16.87	99%	145332	16	220552	17.207152
sars-cov-2_pangenome_k32.r_0.2.S_prophasm.k_31.d_na.t_index	sars-cov-2_pangenome_k32	0.2	07_prophex	prophasm	31	na	index	38.44	0.48	37.80	99%	211108	8	382040	38.446366
sars-cov-2_pangenome_k32.r_0.3.S_prophasm.k_15.d_na.t_index	sars-cov-2_pangenome_k32	0.3	07_prophex	prophasm	15	na	index	9.40	0.17	9.12	98%	108828	0	131768	9.405956
sars-cov-2_pangenome_k32.r_0.3.S_prophasm.k_17.d_na.t_index	sars-cov-2_pangenome_k32	0.3	07_prophex	prophasm	17	na	index	10.67	0.23	10.37	99%	130284	8	168872	10.68001
sars-cov-2_pangenome_k32.r_0.3.S_prophasm.k_19.d_na.t_index	sars-cov-2_pangenome_k32	0.3	07_prophex	prophasm	19	na	index	15.08	0.23	14.75	99%	150084	8	206624	15.088428
sars-cov-2_pangenome_k32.r_0.3.S_prophasm.k_21.d_na.t_index	sars-cov-2_pangenome_k32	0.3	07_prophex	prophasm	21	na	index	19.87	0.31	19.46	99%	169884	32	247472	19.884121
sars-cov-2_pangenome_k32.r_0.3.S_prophasm.k_23.d_na.t_index	sars-cov-2_pangenome_k32	0.3	07_prophex	prophasm	23	na	index	30.15	0.35	29.67	99%	190128	8	291640	30.155145
sars-cov-2_pangenome_k32.r_0.3.S_prophasm.k_31.d_na.t_index	sars-cov-2_pangenome_k32	0.3	07_prophex	prophasm	31	na	index	50.37	0.52	49.64	99%	278032	8	504080	50.380827
sars-cov-2_pangenome_k32.r_0.4.S_prophasm.k_15.d_na.t_index	sars-cov-2_pangenome_k32	0.4	07_prophex	prophasm	15	na	index	9.20	0.21	8.92	99%	124812	8	152744	9.209947
sars-cov-2_pangenome_k32.r_0.4.S_prophasm.k_17.d_na.t_index	sars-cov-2_pangenome_k32	0.4	07_prophex	prophasm	17	na	index	14.30	0.25	13.97	99%	149292	0	195584	14.306151
sars-cov-2_pangenome_k32.r_0.4.S_prophasm.k_19.d_na.t_index	sars-cov-2_pangenome_k32	0.4	07_prophex	prophasm	19	na	index	17.63	0.27	17.26	99%	171740	8	239064	17.6381
sars-cov-2_pangenome_k32.r_0.4.S_prophasm.k_21.d_na.t_index	sars-cov-2_pangenome_k32	0.4	07_prophex	prophasm	21	na	index	24.74	0.33	24.28	99%	196092	8	285896	24.749188
sars-cov-2_pangenome_k32.r_0.4.S_prophasm.k_23.d_na.t_index	sars-cov-2_pangenome_k32	0.4	07_prophex	prophasm	23	na	index	30.54	0.38	30.02	99%	217796	16	336640	30.549149
sars-cov-2_pangenome_k32.r_0.4.S_prophasm.k_31.d_na.t_index	sars-cov-2_pangenome_k32	0.4	07_prophex	prophasm	31	na	index	59.59	0.49	58.82	99%	317040	64	580672	59.600496
sars-cov-2_pangenome_k32.r_0.5.S_prophasm.k_15.d_na.t_index	sars-cov-2_pangenome_k32	0.5	07_prophex	prophasm	15	na	index	10.16	0.20	9.88	99%	131340	16	162968	10.164979
sars-cov-2_pangenome_k32.r_0.5.S_prophasm.k_17.d_na.t_index	sars-cov-2_pangenome_k32	0.5	07_prophex	prophasm	17	na	index	16.52	0.31	16.12	99%	156956	8	208008	16.533225
sars-cov-2_pangenome_k32.r_0.5.S_prophasm.k_19.d_na.t_index	sars-cov-2_pangenome_k32	0.5	07_prophex	prophasm	19	na	index	18.95	0.36	18.49	99%	180452	16	253632	18.963849
sars-cov-2_pangenome_k32.r_0.5.S_prophasm.k_21.d_na.t_index	sars-cov-2_pangenome_k32	0.5	07_prophex	prophasm	21	na	index	23.04	0.19	22.71	99%	204780	16	303024	23.045454
sars-cov-2_pangenome_k32.r_0.5.S_prophasm.k_23.d_na.t_index	sars-cov-2_pangenome_k32	0.5	07_prophex	prophasm	23	na	index	30.99	0.28	30.55	99%	229504	16	356344	30.997234
sars-cov-2_pangenome_k32.r_0.5.S_prophasm.k_31.d_na.t_index	sars-cov-2_pangenome_k32	0.5	07_prophex	prophasm	31	na	index	64.39	0.57	63.57	99%	331584	752	612512	64.393524
sars-cov-2_pangenome_k32.r_0.6.S_prophasm.k_15.d_na.t_index	sars-cov-2_pangenome_k32	0.6	07_prophex	prophasm	15	na	index	9.96	0.19	9.70	99%	129236	0	162568	9.973462
sars-cov-2_pangenome_k32.r_0.6.S_prophasm.k_17.d_na.t_index	sars-cov-2_pangenome_k32	0.6	07_prophex	prophasm	17	na	index	16.17	0.25	15.81	99%	154632	16	206496	16.173774
sars-cov-2_pangenome_k32.r_0.6.S_prophasm.k_19.d_na.t_index	sars-cov-2_pangenome_k32	0.6	07_prophex	prophasm	19	na	index	17.47	0.23	17.12	99%	177996	0	251016	17.481023
sars-cov-2_pangenome_k32.r_0.6.S_prophasm.k_21.d_na.t_index	sars-cov-2_pangenome_k32	0.6	07_prophex	prophasm	21	na	index	23.57	0.23	23.21	99%	199696	0	299256	23.57887
sars-cov-2_pangenome_k32.r_0.6.S_prophasm.k_23.d_na.t_index	sars-cov-2_pangenome_k32	0.6	07_prophex	prophasm	23	na	index	30.74	0.38	30.21	99%	223748	32	351344	30.745847
sars-cov-2_pangenome_k32.r_0.6.S_prophasm.k_31.d_na.t_index	sars-cov-2_pangenome_k32	0.6	07_prophex	prophasm	31	na	index	61.68	0.58	60.87	99%	323636	48	600712	61.692283
sars-cov-2_pangenome_k32.r_0.7.S_prophasm.k_15.d_na.t_index	sars-cov-2_pangenome_k32	0.7	07_prophex	prophasm	15	na	index	9.41	0.14	9.20	99%	118676	136	151960	9.42285
sars-cov-2_pangenome_k32.r_0.7.S_prophasm.k_17.d_na.t_index	sars-cov-2_pangenome_k32	0.7	07_prophex	prophasm	17	na	index	12.04	0.18	11.78	99%	141832	0	191400	12.045888
sars-cov-2_pangenome_k32.r_0.7.S_prophasm.k_19.d_na.t_index	sars-cov-2_pangenome_k32	0.7	07_prophex	prophasm	19	na	index	16.90	0.19	16.60	99%	161360	16	231632	16.914055
sars-cov-2_pangenome_k32.r_0.7.S_prophasm.k_21.d_na.t_index	sars-cov-2_pangenome_k32	0.7	07_prophex	prophasm	21	na	index	20.90	0.22	20.56	99%	181288	24	274880	20.905012
sars-cov-2_pangenome_k32.r_0.7.S_prophasm.k_23.d_na.t_index	sars-cov-2_pangenome_k32	0.7	07_prophex	prophasm	23	na	index	29.62	2.76	26.62	99%	201320	53672	321864	29.624493
sars-cov-2_pangenome_k32.r_0.7.S_prophasm.k_31.d_na.t_index	sars-cov-2_pangenome_k32	0.7	07_prophex	prophasm	31	na	index	55.80	0.49	55.10	99%	289332	48	545488	55.808018
sars-cov-2_pangenome_k32.r_0.8.S_prophasm.k_15.d_na.t_index	sars-cov-2_pangenome_k32	0.8	07_prophex	prophasm	15	na	index	8.30	0.20	8.04	99%	113332	0	131776	8.310012
sars-cov-2_pangenome_k32.r_0.8.S_prophasm.k_17.d_na.t_index	sars-cov-2_pangenome_k32	0.8	07_prophex	prophasm	17	na	index	10.42	0.12	10.23	99%	116180	0	163016	10.434103
sars-cov-2_pangenome_k32.r_0.8.S_prophasm.k_19.d_na.t_index	sars-cov-2_pangenome_k32	0.8	07_prophex	prophasm	19	na	index	16.29	0.25	15.91	99%	132992	16	195560	16.29804
sars-cov-2_pangenome_k32.r_0.8.S_prophasm.k_21.d_na.t_index	sars-cov-2_pangenome_k32	0.8	07_prophex	prophasm	21	na	index	17.02	0.18	16.74	99%	147568	16	230408	17.023392
sars-cov-2_pangenome_k32.r_0.8.S_prophasm.k_23.d_na.t_index	sars-cov-2_pangenome_k32	0.8	07_prophex	prophasm	23	na	index	23.06	0.29	22.66	99%	165180	152	268504	23.073297
sars-cov-2_pangenome_k32.r_0.8.S_prophasm.k_31.d_na.t_index	sars-cov-2_pangenome_k32	0.8	07_prophex	prophasm	31	na	index	45.20	0.47	44.54	99%	233152	88	447424	45.205698
sars-cov-2_pangenome_k32.r_0.9.S_prophasm.k_15.d_na.t_index	sars-cov-2_pangenome_k32	0.9	07_prophex	prophasm	15	na	index	5.65	0.11	5.49	99%	95992	0	101936	5.658258
sars-cov-2_pangenome_k32.r_0.9.S_prophasm.k_17.d_na.t_index	sars-cov-2_pangenome_k32	0.9	07_prophex	prophasm	17	na	index	7.20	0.11	7.04	99%	102340	0	122136	7.213172
sars-cov-2_pangenome_k32.r_0.9.S_prophasm.k_19.d_na.t_index	sars-cov-2_pangenome_k32	0.9	07_prophex	prophasm	19	na	index	9.28	0.16	9.06	99%	108888	16	143640	9.289777
sars-cov-2_pangenome_k32.r_0.9.S_prophasm.k_21.d_na.t_index	sars-cov-2_pangenome_k32	0.9	07_prophex	prophasm	21	na	index	11.31	0.12	11.13	99%	115520	16	166416	11.323965
sars-cov-2_pangenome_k32.r_0.9.S_prophasm.k_23.d_na.t_index	sars-cov-2_pangenome_k32	0.9	07_prophex	prophasm	23	na	index	14.23	0.19	13.95	99%	122676	8	191392	14.239803
sars-cov-2_pangenome_k32.r_0.9.S_prophasm.k_31.d_na.t_index	sars-cov-2_pangenome_k32	0.9	07_prophex	prophasm	31	na	index	28.83	0.24	28.47	99%	153388	48	307144	28.842128
sars-cov-2_pangenome_k32.r_1.0.S_prophasm.k_15.d_na.t_index	sars-cov-2_pangenome_k32	1.0	07_prophex	prophasm	15	na	index	3.99	0.06	3.91	99%	73252	1144	62416	4.004186
sars-cov-2_pangenome_k32.r_1.0.S_prophasm.k_17.d_na.t_index	sars-cov-2_pangenome_k32	1.0	07_prophex	prophasm	17	na	index	4.68	0.08	4.56	99%	73332	24	68416	4.688212
sars-cov-2_pangenome_k32.r_1.0.S_prophasm.k_19.d_na.t_index	sars-cov-2_pangenome_k32	1.0	07_prophex	prophasm	19	na	index	5.24	0.08	5.07	98%	74428	16	75848	5.250692
sars-cov-2_pangenome_k32.r_1.0.S_prophasm.k_21.d_na.t_index	sars-cov-2_pangenome_k32	1.0	07_prophex	prophasm	21	na	index	5.97	0.09	5.83	99%	75436	16	83424	5.975116
sars-cov-2_pangenome_k32.r_1.0.S_prophasm.k_23.d_na.t_index	sars-cov-2_pangenome_k32	1.0	07_prophex	prophasm	23	na	index	6.81	0.11	6.65	99%	76828	16	91752	6.81732
sars-cov-2_pangenome_k32.r_1.0.S_prophasm.k_31.d_na.t_index	sars-cov-2_pangenome_k32	1.0	07_prophex	prophasm	31	na	index	10.97	0.13	10.78	99%	82108	8	125600	10.981957
spneumo_pangenome_k32.r_0.01.S_prophasm.k_15.d_na.t_index	spneumo_pangenome_k32	0.01	07_prophex	prophasm	15	na	index	0.34	0.00	0.33	97%	16008	0	8400	0.347997
spneumo_pangenome_k32.r_0.01.S_prophasm.k_17.d_na.t_index	spneumo_pangenome_k32	0.01	07_prophex	prophasm	17	na	index	0.44	0.01	0.42	98%	18460	8	9792	0.44553
spneumo_pangenome_k32.r_0.01.S_prophasm.k_19.d_na.t_index	spneumo_pangenome_k32	0.01	07_prophex	prophasm	19	na	index	0.49	0.01	0.47	98%	20668	0	11056	0.497447
spneumo_pangenome_k32.r_0.01.S_prophasm.k_21.d_na.t_index	spneumo_pangenome_k32	0.01	07_prophex	prophasm	21	na	index	0.57	0.01	0.55	98%	23140	0	12360	0.582223
spneumo_pangenome_k32.r_0.01.S_prophasm.k_23.d_na.t_index	spneumo_pangenome_k32	0.01	07_prophex	prophasm	23	na	index	0.66	0.02	0.63	98%	25736	0	13728	0.671275
spneumo_pangenome_k32.r_0.01.S_prophasm.k_31.d_na.t_index	spneumo_pangenome_k32	0.01	07_prophex	prophasm	31	na	index	1.03	0.01	1.00	99%	37312	8	19760	1.039787
spneumo_pangenome_k32.r_0.1.S_prophasm.k_15.d_na.t_index	spneumo_pangenome_k32	0.1	07_prophex	prophasm	15	na	index	3.93	0.11	3.78	99%	90820	0	77832	3.940039
spneumo_pangenome_k32.r_0.1.S_prophasm.k_17.d_na.t_index	spneumo_pangenome_k32	0.1	07_prophex	prophasm	17	na	index	4.96	0.11	4.81	99%	95244	0	91232	4.973739
spneumo_pangenome_k32.r_0.1.S_prophasm.k_19.d_na.t_index	spneumo_pangenome_k32	0.1	07_prophex	prophasm	19	na	index	5.44	0.11	5.28	99%	98384	0	103024	5.450683
spneumo_pangenome_k32.r_0.1.S_prophasm.k_21.d_na.t_index	spneumo_pangenome_k32	0.1	07_prophex	prophasm	21	na	index	6.54	0.14	6.36	99%	101608	0	114992	6.554052
spneumo_pangenome_k32.r_0.1.S_prophasm.k_23.d_na.t_index	spneumo_pangenome_k32	0.1	07_prophex	prophasm	23	na	index	9.01	0.19	8.75	99%	104812	0	127592	9.022161
spneumo_pangenome_k32.r_0.1.S_prophasm.k_31.d_na.t_index	spneumo_pangenome_k32	0.1	07_prophex	prophasm	31	na	index	15.81	0.24	15.48	99%	117852	8	182904	15.819544
spneumo_pangenome_k32.r_0.2.S_prophasm.k_15.d_na.t_index	spneumo_pangenome_k32	0.2	07_prophex	prophasm	15	na	index	8.60	0.21	8.32	99%	115408	0	139024	8.605315
spneumo_pangenome_k32.r_0.2.S_prophasm.k_17.d_na.t_index	spneumo_pangenome_k32	0.2	07_prophex	prophasm	17	na	index	9.75	0.20	9.46	99%	129068	8	164080	9.758175
spneumo_pangenome_k32.r_0.2.S_prophasm.k_19.d_na.t_index	spneumo_pangenome_k32	0.2	07_prophex	prophasm	19	na	index	13.14	0.27	12.78	99%	136656	0	185040	13.144219
spneumo_pangenome_k32.r_0.2.S_prophasm.k_21.d_na.t_index	spneumo_pangenome_k32	0.2	07_prophex	prophasm	21	na	index	15.07	0.19	14.79	99%	144200	8	206504	15.075686
spneumo_pangenome_k32.r_0.2.S_prophasm.k_23.d_na.t_index	spneumo_pangenome_k32	0.2	07_prophex	prophasm	23	na	index	18.60	0.27	18.24	99%	150612	16	228800	18.609837
spneumo_pangenome_k32.r_0.2.S_prophasm.k_31.d_na.t_index	spneumo_pangenome_k32	0.2	07_prophex	prophasm	31	na	index	31.43	0.34	30.95	99%	181412	8	327656	31.437118
spneumo_pangenome_k32.r_0.3.S_prophasm.k_15.d_na.t_index	spneumo_pangenome_k32	0.3	07_prophex	prophasm	15	na	index	11.04	0.23	10.72	99%	151396	0	183792	11.047254
spneumo_pangenome_k32.r_0.3.S_prophasm.k_17.d_na.t_index	spneumo_pangenome_k32	0.3	07_prophex	prophasm	17	na	index	14.07	0.22	13.76	99%	166632	8	217576	14.079581
spneumo_pangenome_k32.r_0.3.S_prophasm.k_19.d_na.t_index	spneumo_pangenome_k32	0.3	07_prophex	prophasm	19	na	index	18.04	0.29	17.64	99%	177208	24	245112	18.046012
spneumo_pangenome_k32.r_0.3.S_prophasm.k_21.d_na.t_index	spneumo_pangenome_k32	0.3	07_prophex	prophasm	21	na	index	26.51	0.35	26.04	99%	187356	0	273248	26.519982
spneumo_pangenome_k32.r_0.3.S_prophasm.k_23.d_na.t_index	spneumo_pangenome_k32	0.3	07_prophex	prophasm	23	na	index	32.78	0.41	32.23	99%	197256	16	302552	32.789935
spneumo_pangenome_k32.r_0.3.S_prophasm.k_31.d_na.t_index	spneumo_pangenome_k32	0.3	07_prophex	prophasm	31	na	index	42.78	0.47	42.14	99%	237908	16	432648	42.784862
spneumo_pangenome_k32.r_0.4.S_prophasm.k_15.d_na.t_index	spneumo_pangenome_k32	0.4	07_prophex	prophasm	15	na	index	13.67	0.19	13.38	99%	171132	1048	212184	13.679655
spneumo_pangenome_k32.r_0.4.S_prophasm.k_17.d_na.t_index	spneumo_pangenome_k32	0.4	07_prophex	prophasm	17	na	index	18.06	0.29	17.65	99%	190484	8	251312	18.068126
spneumo_pangenome_k32.r_0.4.S_prophasm.k_19.d_na.t_index	spneumo_pangenome_k32	0.4	07_prophex	prophasm	19	na	index	25.84	0.24	25.48	99%	202864	8	282904	25.851877
spneumo_pangenome_k32.r_0.4.S_prophasm.k_21.d_na.t_index	spneumo_pangenome_k32	0.4	07_prophex	prophasm	21	na	index	34.56	0.45	33.93	99%	214184	0	315208	34.565294
spneumo_pangenome_k32.r_0.4.S_prophasm.k_23.d_na.t_index	spneumo_pangenome_k32	0.4	07_prophex	prophasm	23	na	index	28.59	0.25	28.20	99%	227212	8	348888	28.601897
spneumo_pangenome_k32.r_0.4.S_prophasm.k_31.d_na.t_index	spneumo_pangenome_k32	0.4	07_prophex	prophasm	31	na	index	51.51	0.50	50.79	99%	273004	64	497928	51.519233
spneumo_pangenome_k32.r_0.5.S_prophasm.k_15.d_na.t_index	spneumo_pangenome_k32	0.5	07_prophex	prophasm	15	na	index	14.83	0.21	14.53	99%	180692	8	224824	14.840534
spneumo_pangenome_k32.r_0.5.S_prophasm.k_17.d_na.t_index	spneumo_pangenome_k32	0.5	07_prophex	prophasm	17	na	index	19.68	0.34	19.22	99%	200416	0	265696	19.687004
spneumo_pangenome_k32.r_0.5.S_prophasm.k_19.d_na.t_index	spneumo_pangenome_k32	0.5	07_prophex	prophasm	19	na	index	22.56	0.24	22.16	99%	213256	8	299000	22.567048
spneumo_pangenome_k32.r_0.5.S_prophasm.k_21.d_na.t_index	spneumo_pangenome_k32	0.5	07_prophex	prophasm	21	na	index	26.79	0.29	26.32	99%	225796	24	332640	26.801993
spneumo_pangenome_k32.r_0.5.S_prophasm.k_23.d_na.t_index	spneumo_pangenome_k32	0.5	07_prophex	prophasm	23	na	index	32.19	0.35	31.69	99%	236200	0	367904	32.204501
spneumo_pangenome_k32.r_0.5.S_prophasm.k_31.d_na.t_index	spneumo_pangenome_k32	0.5	07_prophex	prophasm	31	na	index	54.40	0.57	53.47	99%	284064	53016	523688	54.406388
spneumo_pangenome_k32.r_0.6.S_prophasm.k_15.d_na.t_index	spneumo_pangenome_k32	0.6	07_prophex	prophasm	15	na	index	14.09	0.20	13.79	99%	175744	0	222080	14.095521
spneumo_pangenome_k32.r_0.6.S_prophasm.k_17.d_na.t_index	spneumo_pangenome_k32	0.6	07_prophex	prophasm	17	na	index	19.66	0.28	19.26	99%	194424	0	261152	19.67121
spneumo_pangenome_k32.r_0.6.S_prophasm.k_19.d_na.t_index	spneumo_pangenome_k32	0.6	07_prophex	prophasm	19	na	index	22.02	0.29	21.60	99%	206948	16	293120	22.028455
spneumo_pangenome_k32.r_0.6.S_prophasm.k_21.d_na.t_index	spneumo_pangenome_k32	0.6	07_prophex	prophasm	21	na	index	26.72	0.38	26.10	99%	217148	56	325808	26.728854
spneumo_pangenome_k32.r_0.6.S_prophasm.k_23.d_na.t_index	spneumo_pangenome_k32	0.6	07_prophex	prophasm	23	na	index	30.54	0.34	30.05	99%	229572	48	360120	30.54399
spneumo_pangenome_k32.r_0.6.S_prophasm.k_31.d_na.t_index	spneumo_pangenome_k32	0.6	07_prophex	prophasm	31	na	index	51.06	0.41	50.44	99%	275280	16	510728	51.069779
spneumo_pangenome_k32.r_0.7.S_prophasm.k_15.d_na.t_index	spneumo_pangenome_k32	0.7	07_prophex	prophasm	15	na	index	13.08	0.25	12.73	99%	158788	0	204496	13.086621
spneumo_pangenome_k32.r_0.7.S_prophasm.k_17.d_na.t_index	spneumo_pangenome_k32	0.7	07_prophex	prophasm	17	na	index	16.82	0.22	16.50	99%	173104	16	237760	16.829756
spneumo_pangenome_k32.r_0.7.S_prophasm.k_19.d_na.t_index	spneumo_pangenome_k32	0.7	07_prophex	prophasm	19	na	index	19.80	0.25	19.42	99%	184696	8	266080	19.807017
spneumo_pangenome_k32.r_0.7.S_prophasm.k_21.d_na.t_index	spneumo_pangenome_k32	0.7	07_prophex	prophasm	21	na	index	23.89	0.27	23.50	99%	193740	8	294992	23.901129
spneumo_pangenome_k32.r_0.7.S_prophasm.k_23.d_na.t_index	spneumo_pangenome_k32	0.7	07_prophex	prophasm	23	na	index	26.80	0.33	26.34	99%	205036	8	325512	26.809772
spneumo_pangenome_k32.r_0.7.S_prophasm.k_31.d_na.t_index	spneumo_pangenome_k32	0.7	07_prophex	prophasm	31	na	index	45.23	0.41	44.64	99%	244724	16	459440	45.242768
spneumo_pangenome_k32.r_0.8.S_prophasm.k_15.d_na.t_index	spneumo_pangenome_k32	0.8	07_prophex	prophasm	15	na	index	11.86	0.23	11.56	99%	129892	40	171976	11.871934
spneumo_pangenome_k32.r_0.8.S_prophasm.k_17.d_na.t_index	spneumo_pangenome_k32	0.8	07_prophex	prophasm	17	na	index	13.86	0.23	13.54	99%	138468	32	195968	13.863659
spneumo_pangenome_k32.r_0.8.S_prophasm.k_19.d_na.t_index	spneumo_pangenome_k32	0.8	07_prophex	prophasm	19	na	index	16.02	0.21	15.71	99%	145984	32	217904	16.029917
spneumo_pangenome_k32.r_0.8.S_prophasm.k_21.d_na.t_index	spneumo_pangenome_k32	0.8	07_prophex	prophasm	21	na	index	18.44	0.21	18.13	99%	153244	0	240472	18.451332
spneumo_pangenome_k32.r_0.8.S_prophasm.k_23.d_na.t_index	spneumo_pangenome_k32	0.8	07_prophex	prophasm	23	na	index	21.21	0.20	20.90	99%	161192	8	264784	21.221818
spneumo_pangenome_k32.r_0.8.S_prophasm.k_31.d_na.t_index	spneumo_pangenome_k32	0.8	07_prophex	prophasm	31	na	index	35.52	0.31	35.06	99%	193960	24	369832	35.526446
spneumo_pangenome_k32.r_0.9.S_prophasm.k_15.d_na.t_index	spneumo_pangenome_k32	0.9	07_prophex	prophasm	15	na	index	7.79	0.13	7.61	99%	105064	46688	125048	7.796971
spneumo_pangenome_k32.r_0.9.S_prophasm.k_17.d_na.t_index	spneumo_pangenome_k32	0.9	07_prophex	prophasm	17	na	index	8.81	0.16	8.58	99%	106948	51168	136368	8.817628
spneumo_pangenome_k32.r_0.9.S_prophasm.k_19.d_na.t_index	spneumo_pangenome_k32	0.9	07_prophex	prophasm	19	na	index	10.16	0.18	9.91	99%	109884	56248	149456	10.174033
spneumo_pangenome_k32.r_0.9.S_prophasm.k_21.d_na.t_index	spneumo_pangenome_k32	0.9	07_prophex	prophasm	21	na	index	11.85	0.18	11.59	99%	112840	61824	162920	11.863949
spneumo_pangenome_k32.r_0.9.S_prophasm.k_23.d_na.t_index	spneumo_pangenome_k32	0.9	07_prophex	prophasm	23	na	index	13.63	0.14	13.41	99%	116536	67488	178368	13.640891
spneumo_pangenome_k32.r_0.9.S_prophasm.k_31.d_na.t_index	spneumo_pangenome_k32	0.9	07_prophex	prophasm	31	na	index	20.96	0.20	20.65	99%	130380	16	242400	20.970751
spneumo_pangenome_k32.r_1.0.S_prophasm.k_15.d_na.t_index	spneumo_pangenome_k32	1.0	07_prophex	prophasm	15	na	index	4.09	0.06	3.99	99%	70108	0	63792	4.09742
spneumo_pangenome_k32.r_1.0.S_prophasm.k_17.d_na.t_index	spneumo_pangenome_k32	1.0	07_prophex	prophasm	17	na	index	4.12	0.05	4.05	99%	65912	16	59592	4.133891
spneumo_pangenome_k32.r_1.0.S_prophasm.k_19.d_na.t_index	spneumo_pangenome_k32	1.0	07_prophex	prophasm	19	na	index	4.78	0.05	4.69	99%	65376	24	61392	4.786614
spneumo_pangenome_k32.r_1.0.S_prophasm.k_21.d_na.t_index	spneumo_pangenome_k32	1.0	07_prophex	prophasm	21	na	index	4.61	0.06	4.52	99%	65048	24	63328	4.621947
spneumo_pangenome_k32.r_1.0.S_prophasm.k_23.d_na.t_index	spneumo_pangenome_k32	1.0	07_prophex	prophasm	23	na	index	5.21	0.09	5.08	99%	65844	0	67456	5.218315
spneumo_pangenome_k32.r_1.0.S_prophasm.k_31.d_na.t_index	spneumo_pangenome_k32	1.0	07_prophex	prophasm	31	na	index	6.39	0.12	6.23	99%	66904	16	79488	6.399808
