pref	genome	rate	prog	S_alg	k	d	qType	real(s)	sys(s)	user(s)	percent_CPU	max_RAM(kb)	FS_inputs	FS_outputs	elapsed_time_alt(s)
escherichia_coli.k32.r_0.01.S_prophasm.k_31.d_na.t_0	escherichia_coli.k32	0.01	16_bwa_query	prophasm	31	na	0	12.31	0.10	12.19	99%	238256	0	0	12.318962
escherichia_coli.k32.r_0.01.S_prophasm.k_31.d_na.t_Neg	escherichia_coli.k32	0.01	16_bwa_query	prophasm	31	na	Neg	12.11	0.07	12.02	99%	238256	0	0	12.119634
escherichia_coli.k32.r_0.01.S_prophasm.k_31.d_na.t_Pos	escherichia_coli.k32	0.01	16_bwa_query	prophasm	31	na	Pos	9.25	0.09	9.15	99%	238256	0	0	9.260766
escherichia_coli.k32.r_0.1.S_prophasm.k_15.d_na.t_0	escherichia_coli.k32	0.1	16_bwa_query	prophasm	15	na	0	9.45	0.34	9.09	99%	1018468	0	0	9.458748
escherichia_coli.k32.r_0.1.S_prophasm.k_15.d_na.t_Neg	escherichia_coli.k32	0.1	16_bwa_query	prophasm	15	na	Neg	8.56	0.49	8.05	99%	1018468	0	0	8.566475
escherichia_coli.k32.r_0.1.S_prophasm.k_15.d_na.t_Pos	escherichia_coli.k32	0.1	16_bwa_query	prophasm	15	na	Pos	12.60	0.41	12.17	99%	1018468	15944	0	12.613094
escherichia_coli.k32.r_0.1.S_prophasm.k_17.d_na.t_0	escherichia_coli.k32	0.1	16_bwa_query	prophasm	17	na	0	11.32	0.69	10.50	98%	1403132	1297824	0	11.328695
escherichia_coli.k32.r_0.1.S_prophasm.k_17.d_na.t_Neg	escherichia_coli.k32	0.1	16_bwa_query	prophasm	17	na	Neg	10.58	0.49	10.08	99%	1403132	0	0	10.594272
escherichia_coli.k32.r_0.1.S_prophasm.k_17.d_na.t_Pos	escherichia_coli.k32	0.1	16_bwa_query	prophasm	17	na	Pos	13.38	0.66	12.70	99%	1403132	46504	0	13.392361
escherichia_coli.k32.r_0.1.S_prophasm.k_19.d_na.t_0	escherichia_coli.k32	0.1	16_bwa_query	prophasm	19	na	0	12.88	0.69	12.17	99%	1540580	760664	0	12.895471
escherichia_coli.k32.r_0.1.S_prophasm.k_19.d_na.t_Neg	escherichia_coli.k32	0.1	16_bwa_query	prophasm	19	na	Neg	12.74	0.53	12.20	99%	1540580	0	0	12.745635
escherichia_coli.k32.r_0.1.S_prophasm.k_19.d_na.t_Pos	escherichia_coli.k32	0.1	16_bwa_query	prophasm	19	na	Pos	13.89	0.64	13.24	99%	1540580	0	0	13.903266
escherichia_coli.k32.r_0.1.S_prophasm.k_21.d_na.t_0	escherichia_coli.k32	0.1	16_bwa_query	prophasm	21	na	0	14.45	0.81	13.41	98%	1643412	1552440	0	14.455921
escherichia_coli.k32.r_0.1.S_prophasm.k_21.d_na.t_Neg	escherichia_coli.k32	0.1	16_bwa_query	prophasm	21	na	Neg	14.44	0.51	13.91	99%	1643412	0	0	14.452719
escherichia_coli.k32.r_0.1.S_prophasm.k_21.d_na.t_Pos	escherichia_coli.k32	0.1	16_bwa_query	prophasm	21	na	Pos	14.24	0.57	13.64	99%	1643412	0	0	14.2494
escherichia_coli.k32.r_0.1.S_prophasm.k_23.d_na.t_0	escherichia_coli.k32	0.1	16_bwa_query	prophasm	23	na	0	15.31	0.69	14.60	99%	1742776	391040	0	15.323106
escherichia_coli.k32.r_0.1.S_prophasm.k_23.d_na.t_Neg	escherichia_coli.k32	0.1	16_bwa_query	prophasm	23	na	Neg	16.10	0.58	15.50	99%	1742776	0	0	16.110474
escherichia_coli.k32.r_0.1.S_prophasm.k_23.d_na.t_Pos	escherichia_coli.k32	0.1	16_bwa_query	prophasm	23	na	Pos	14.81	0.57	14.23	99%	1742776	0	0	14.824215
escherichia_coli.k32.r_0.1.S_prophasm.k_31.d_na.t_0	escherichia_coli.k32	0.1	16_bwa_query	prophasm	31	na	0	19.05	1.13	17.80	99%	2148324	1699824	0	19.057882
escherichia_coli.k32.r_0.1.S_prophasm.k_31.d_na.t_Neg	escherichia_coli.k32	0.1	16_bwa_query	prophasm	31	na	Neg	22.13	0.72	21.38	99%	2148324	0	0	22.138296
escherichia_coli.k32.r_0.1.S_prophasm.k_31.d_na.t_Pos	escherichia_coli.k32	0.1	16_bwa_query	prophasm	31	na	Pos	16.89	0.85	16.01	99%	2148324	0	0	16.898674
escherichia_coli.k32.r_1.0.S_prophasm.k_15.d_na.t_0	escherichia_coli.k32	1.0	16_bwa_query	prophasm	15	na	0	13.17	0.61	12.48	99%	1115140	1142128	0	13.177894
escherichia_coli.k32.r_1.0.S_prophasm.k_15.d_na.t_Neg	escherichia_coli.k32	1.0	16_bwa_query	prophasm	15	na	Neg	8.37	0.38	7.98	99%	1115140	0	0	8.382842
escherichia_coli.k32.r_1.0.S_prophasm.k_15.d_na.t_Pos	escherichia_coli.k32	1.0	16_bwa_query	prophasm	15	na	Pos	13.14	0.47	12.65	99%	1115140	0	0	13.146968
escherichia_coli.k32.r_1.0.S_prophasm.k_17.d_na.t_0	escherichia_coli.k32	1.0	16_bwa_query	prophasm	17	na	0	9.63	0.29	9.32	99%	674268	248752	0	9.638161
escherichia_coli.k32.r_1.0.S_prophasm.k_17.d_na.t_Neg	escherichia_coli.k32	1.0	16_bwa_query	prophasm	17	na	Neg	7.19	0.25	6.93	99%	674268	0	0	7.199414
escherichia_coli.k32.r_1.0.S_prophasm.k_17.d_na.t_Pos	escherichia_coli.k32	1.0	16_bwa_query	prophasm	17	na	Pos	9.52	0.20	9.30	99%	674268	0	0	9.528705
escherichia_coli.k32.r_1.0.S_prophasm.k_19.d_na.t_0	escherichia_coli.k32	1.0	16_bwa_query	prophasm	19	na	0	8.97	0.18	8.78	99%	528012	0	0	8.98432
escherichia_coli.k32.r_1.0.S_prophasm.k_19.d_na.t_Neg	escherichia_coli.k32	1.0	16_bwa_query	prophasm	19	na	Neg	8.10	0.17	7.91	99%	528012	0	0	8.107205
escherichia_coli.k32.r_1.0.S_prophasm.k_19.d_na.t_Pos	escherichia_coli.k32	1.0	16_bwa_query	prophasm	19	na	Pos	8.90	0.17	8.71	99%	528012	0	0	8.908949
escherichia_coli.k32.r_1.0.S_prophasm.k_21.d_na.t_0	escherichia_coli.k32	1.0	16_bwa_query	prophasm	21	na	0	8.97	0.16	8.79	99%	491952	0	0	8.978413
escherichia_coli.k32.r_1.0.S_prophasm.k_21.d_na.t_Neg	escherichia_coli.k32	1.0	16_bwa_query	prophasm	21	na	Neg	9.51	0.11	9.39	99%	491952	0	0	9.524984
escherichia_coli.k32.r_1.0.S_prophasm.k_21.d_na.t_Pos	escherichia_coli.k32	1.0	16_bwa_query	prophasm	21	na	Pos	8.90	0.14	8.75	99%	491952	0	0	8.907566
escherichia_coli.k32.r_1.0.S_prophasm.k_23.d_na.t_0	escherichia_coli.k32	1.0	16_bwa_query	prophasm	23	na	0	9.46	0.27	9.14	99%	520720	520888	0	9.46804
escherichia_coli.k32.r_1.0.S_prophasm.k_23.d_na.t_Neg	escherichia_coli.k32	1.0	16_bwa_query	prophasm	23	na	Neg	10.44	0.15	10.27	99%	520720	0	0	10.451395
escherichia_coli.k32.r_1.0.S_prophasm.k_23.d_na.t_Pos	escherichia_coli.k32	1.0	16_bwa_query	prophasm	23	na	Pos	9.37	0.19	9.17	99%	520720	0	0	9.375521
escherichia_coli.k32.r_1.0.S_prophasm.k_31.d_na.t_0	escherichia_coli.k32	1.0	16_bwa_query	prophasm	31	na	0	10.42	0.17	10.23	99%	552016	135936	0	10.428685
escherichia_coli.k32.r_1.0.S_prophasm.k_31.d_na.t_Neg	escherichia_coli.k32	1.0	16_bwa_query	prophasm	31	na	Neg	15.42	0.18	15.22	99%	552016	0	0	15.427018
escherichia_coli.k32.r_1.0.S_prophasm.k_31.d_na.t_Pos	escherichia_coli.k32	1.0	16_bwa_query	prophasm	31	na	Pos	10.41	0.14	10.25	99%	552016	0	0	10.416159
sars-cov-2_pangenome_k32.r_0.01.S_prophasm.k_15.d_na.t_0	sars-cov-2_pangenome_k32	0.01	16_bwa_query	prophasm	15	na	0	2.68	0.00	2.68	99%	8020	0	0	2.691579
sars-cov-2_pangenome_k32.r_0.01.S_prophasm.k_15.d_na.t_Neg	sars-cov-2_pangenome_k32	0.01	16_bwa_query	prophasm	15	na	Neg	2.71	0.00	2.71	99%	8020	0	0	2.72531
sars-cov-2_pangenome_k32.r_0.01.S_prophasm.k_15.d_na.t_Pos	sars-cov-2_pangenome_k32	0.01	16_bwa_query	prophasm	15	na	Pos	2.22	0.00	2.22	100%	8020	0	0	2.225761
sars-cov-2_pangenome_k32.r_0.01.S_prophasm.k_17.d_na.t_0	sars-cov-2_pangenome_k32	0.01	16_bwa_query	prophasm	17	na	0	3.23	0.01	3.21	99%	9112	0	0	3.243006
sars-cov-2_pangenome_k32.r_0.01.S_prophasm.k_17.d_na.t_Neg	sars-cov-2_pangenome_k32	0.01	16_bwa_query	prophasm	17	na	Neg	3.23	0.01	3.22	99%	9220	0	0	3.240863
sars-cov-2_pangenome_k32.r_0.01.S_prophasm.k_17.d_na.t_Pos	sars-cov-2_pangenome_k32	0.01	16_bwa_query	prophasm	17	na	Pos	2.37	0.00	2.36	99%	9220	0	0	2.381174
sars-cov-2_pangenome_k32.r_0.01.S_prophasm.k_19.d_na.t_0	sars-cov-2_pangenome_k32	0.01	16_bwa_query	prophasm	19	na	0	3.72	0.00	3.72	99%	10388	0	0	3.728916
sars-cov-2_pangenome_k32.r_0.01.S_prophasm.k_19.d_na.t_Neg	sars-cov-2_pangenome_k32	0.01	16_bwa_query	prophasm	19	na	Neg	3.70	0.02	3.68	99%	10392	0	0	3.709711
sars-cov-2_pangenome_k32.r_0.01.S_prophasm.k_19.d_na.t_Pos	sars-cov-2_pangenome_k32	0.01	16_bwa_query	prophasm	19	na	Pos	2.52	0.01	2.50	99%	10388	0	0	2.529004
sars-cov-2_pangenome_k32.r_0.01.S_prophasm.k_21.d_na.t_0	sars-cov-2_pangenome_k32	0.01	16_bwa_query	prophasm	21	na	0	4.12	0.00	4.11	99%	11608	0	0	4.125428
sars-cov-2_pangenome_k32.r_0.01.S_prophasm.k_21.d_na.t_Neg	sars-cov-2_pangenome_k32	0.01	16_bwa_query	prophasm	21	na	Neg	4.25	0.01	4.24	99%	11420	0	0	4.263192
sars-cov-2_pangenome_k32.r_0.01.S_prophasm.k_21.d_na.t_Pos	sars-cov-2_pangenome_k32	0.01	16_bwa_query	prophasm	21	na	Pos	2.60	0.01	2.58	99%	11420	0	0	2.604555
sars-cov-2_pangenome_k32.r_0.01.S_prophasm.k_23.d_na.t_0	sars-cov-2_pangenome_k32	0.01	16_bwa_query	prophasm	23	na	0	4.47	0.01	4.45	99%	12884	0	0	4.478444
sars-cov-2_pangenome_k32.r_0.01.S_prophasm.k_23.d_na.t_Neg	sars-cov-2_pangenome_k32	0.01	16_bwa_query	prophasm	23	na	Neg	5.01	0.04	4.97	99%	12884	0	0	5.018417
sars-cov-2_pangenome_k32.r_0.01.S_prophasm.k_23.d_na.t_Pos	sars-cov-2_pangenome_k32	0.01	16_bwa_query	prophasm	23	na	Pos	2.78	0.02	2.76	99%	12884	0	0	2.791695
sars-cov-2_pangenome_k32.r_0.01.S_prophasm.k_31.d_na.t_0	sars-cov-2_pangenome_k32	0.01	16_bwa_query	prophasm	31	na	0	6.18	0.01	6.16	99%	18552	0	0	6.189375
sars-cov-2_pangenome_k32.r_0.01.S_prophasm.k_31.d_na.t_Neg	sars-cov-2_pangenome_k32	0.01	16_bwa_query	prophasm	31	na	Neg	7.54	0.03	7.50	99%	18552	0	0	7.555475
sars-cov-2_pangenome_k32.r_0.01.S_prophasm.k_31.d_na.t_Pos	sars-cov-2_pangenome_k32	0.01	16_bwa_query	prophasm	31	na	Pos	3.37	0.02	3.34	99%	18552	0	0	3.379152
sars-cov-2_pangenome_k32.r_0.1.S_prophasm.k_15.d_na.t_0	sars-cov-2_pangenome_k32	0.1	16_bwa_query	prophasm	15	na	0	2.72	0.02	2.70	99%	54632	0	0	2.734382
sars-cov-2_pangenome_k32.r_0.1.S_prophasm.k_15.d_na.t_Neg	sars-cov-2_pangenome_k32	0.1	16_bwa_query	prophasm	15	na	Neg	2.90	0.03	2.87	99%	54632	0	0	2.913979
sars-cov-2_pangenome_k32.r_0.1.S_prophasm.k_15.d_na.t_Pos	sars-cov-2_pangenome_k32	0.1	16_bwa_query	prophasm	15	na	Pos	3.15	0.05	3.09	99%	54632	40552	0	3.164417
sars-cov-2_pangenome_k32.r_0.1.S_prophasm.k_17.d_na.t_0	sars-cov-2_pangenome_k32	0.1	16_bwa_query	prophasm	17	na	0	3.24	0.02	3.21	99%	65780	0	0	3.245908
sars-cov-2_pangenome_k32.r_0.1.S_prophasm.k_17.d_na.t_Neg	sars-cov-2_pangenome_k32	0.1	16_bwa_query	prophasm	17	na	Neg	3.61	0.02	3.58	99%	65780	0	0	3.619771
sars-cov-2_pangenome_k32.r_0.1.S_prophasm.k_17.d_na.t_Pos	sars-cov-2_pangenome_k32	0.1	16_bwa_query	prophasm	17	na	Pos	3.62	0.04	3.56	99%	65780	45608	0	3.625323
sars-cov-2_pangenome_k32.r_0.1.S_prophasm.k_19.d_na.t_0	sars-cov-2_pangenome_k32	0.1	16_bwa_query	prophasm	19	na	0	3.76	0.03	3.72	99%	76652	0	0	3.768304
sars-cov-2_pangenome_k32.r_0.1.S_prophasm.k_19.d_na.t_Neg	sars-cov-2_pangenome_k32	0.1	16_bwa_query	prophasm	19	na	Neg	4.25	0.02	4.22	99%	76656	0	0	4.261617
sars-cov-2_pangenome_k32.r_0.1.S_prophasm.k_19.d_na.t_Pos	sars-cov-2_pangenome_k32	0.1	16_bwa_query	prophasm	19	na	Pos	4.34	0.05	4.27	99%	76652	50176	0	4.346695
sars-cov-2_pangenome_k32.r_0.1.S_prophasm.k_21.d_na.t_0	sars-cov-2_pangenome_k32	0.1	16_bwa_query	prophasm	21	na	0	4.33	0.03	4.29	99%	87744	0	0	4.339298
sars-cov-2_pangenome_k32.r_0.1.S_prophasm.k_21.d_na.t_Neg	sars-cov-2_pangenome_k32	0.1	16_bwa_query	prophasm	21	na	Neg	4.83	0.03	4.80	99%	87744	0	0	4.843465
sars-cov-2_pangenome_k32.r_0.1.S_prophasm.k_21.d_na.t_Pos	sars-cov-2_pangenome_k32	0.1	16_bwa_query	prophasm	21	na	Pos	5.63	0.10	5.51	99%	87744	53312	0	5.637057
sars-cov-2_pangenome_k32.r_0.1.S_prophasm.k_23.d_na.t_0	sars-cov-2_pangenome_k32	0.1	16_bwa_query	prophasm	23	na	0	5.12	0.03	5.08	99%	99288	0	0	5.127541
sars-cov-2_pangenome_k32.r_0.1.S_prophasm.k_23.d_na.t_Neg	sars-cov-2_pangenome_k32	0.1	16_bwa_query	prophasm	23	na	Neg	5.48	0.04	5.43	99%	99288	0	0	5.493067
sars-cov-2_pangenome_k32.r_0.1.S_prophasm.k_23.d_na.t_Pos	sars-cov-2_pangenome_k32	0.1	16_bwa_query	prophasm	23	na	Pos	5.83	0.03	5.78	99%	99288	0	0	5.837251
sars-cov-2_pangenome_k32.r_0.1.S_prophasm.k_31.d_na.t_0	sars-cov-2_pangenome_k32	0.1	16_bwa_query	prophasm	31	na	0	9.87	0.14	9.72	99%	150764	0	0	9.879466
sars-cov-2_pangenome_k32.r_0.1.S_prophasm.k_31.d_na.t_Neg	sars-cov-2_pangenome_k32	0.1	16_bwa_query	prophasm	31	na	Neg	9.91	0.04	9.86	99%	150768	0	0	9.916984
sars-cov-2_pangenome_k32.r_0.1.S_prophasm.k_31.d_na.t_Pos	sars-cov-2_pangenome_k32	0.1	16_bwa_query	prophasm	31	na	Pos	8.45	0.07	8.37	99%	150764	0	0	8.464669
sars-cov-2_pangenome_k32.r_0.2.S_prophasm.k_15.d_na.t_0	sars-cov-2_pangenome_k32	0.2	16_bwa_query	prophasm	15	na	0	3.28	0.05	3.22	99%	94872	0	0	3.289072
sars-cov-2_pangenome_k32.r_0.2.S_prophasm.k_15.d_na.t_Neg	sars-cov-2_pangenome_k32	0.2	16_bwa_query	prophasm	15	na	Neg	3.10	0.05	3.04	99%	94872	0	0	3.109814
sars-cov-2_pangenome_k32.r_0.2.S_prophasm.k_15.d_na.t_Pos	sars-cov-2_pangenome_k32	0.2	16_bwa_query	prophasm	15	na	Pos	4.55	0.04	4.50	99%	95056	0	0	4.554275
sars-cov-2_pangenome_k32.r_0.2.S_prophasm.k_17.d_na.t_0	sars-cov-2_pangenome_k32	0.2	16_bwa_query	prophasm	17	na	0	4.38	0.04	4.32	99%	115028	0	0	4.386848
sars-cov-2_pangenome_k32.r_0.2.S_prophasm.k_17.d_na.t_Neg	sars-cov-2_pangenome_k32	0.2	16_bwa_query	prophasm	17	na	Neg	3.88	0.05	3.82	99%	114860	0	0	3.887484
sars-cov-2_pangenome_k32.r_0.2.S_prophasm.k_17.d_na.t_Pos	sars-cov-2_pangenome_k32	0.2	16_bwa_query	prophasm	17	na	Pos	5.48	0.04	5.43	99%	115028	46448	0	5.493507
sars-cov-2_pangenome_k32.r_0.2.S_prophasm.k_19.d_na.t_0	sars-cov-2_pangenome_k32	0.2	16_bwa_query	prophasm	19	na	0	5.02	0.06	4.95	99%	134084	0	0	5.033902
sars-cov-2_pangenome_k32.r_0.2.S_prophasm.k_19.d_na.t_Neg	sars-cov-2_pangenome_k32	0.2	16_bwa_query	prophasm	19	na	Neg	4.79	0.05	4.73	99%	134084	0	0	4.803605
sars-cov-2_pangenome_k32.r_0.2.S_prophasm.k_19.d_na.t_Pos	sars-cov-2_pangenome_k32	0.2	16_bwa_query	prophasm	19	na	Pos	6.34	0.05	6.27	99%	134084	49240	0	6.346235
sars-cov-2_pangenome_k32.r_0.2.S_prophasm.k_21.d_na.t_0	sars-cov-2_pangenome_k32	0.2	16_bwa_query	prophasm	21	na	0	5.89	0.04	5.83	99%	153844	0	0	5.894715
sars-cov-2_pangenome_k32.r_0.2.S_prophasm.k_21.d_na.t_Neg	sars-cov-2_pangenome_k32	0.2	16_bwa_query	prophasm	21	na	Neg	5.62	0.07	5.54	99%	153844	0	0	5.628022
sars-cov-2_pangenome_k32.r_0.2.S_prophasm.k_21.d_na.t_Pos	sars-cov-2_pangenome_k32	0.2	16_bwa_query	prophasm	21	na	Pos	7.00	0.09	6.89	99%	153844	29360	0	7.008385
sars-cov-2_pangenome_k32.r_0.2.S_prophasm.k_23.d_na.t_0	sars-cov-2_pangenome_k32	0.2	16_bwa_query	prophasm	23	na	0	8.43	0.09	8.33	99%	174384	0	0	8.441273
sars-cov-2_pangenome_k32.r_0.2.S_prophasm.k_23.d_na.t_Neg	sars-cov-2_pangenome_k32	0.2	16_bwa_query	prophasm	23	na	Neg	6.63	0.07	6.56	99%	174384	0	0	6.642282
sars-cov-2_pangenome_k32.r_0.2.S_prophasm.k_23.d_na.t_Pos	sars-cov-2_pangenome_k32	0.2	16_bwa_query	prophasm	23	na	Pos	7.73	0.04	7.68	99%	174384	0	0	7.739051
sars-cov-2_pangenome_k32.r_0.2.S_prophasm.k_31.d_na.t_0	sars-cov-2_pangenome_k32	0.2	16_bwa_query	prophasm	31	na	0	10.21	0.10	10.09	99%	265752	0	0	10.22345
sars-cov-2_pangenome_k32.r_0.2.S_prophasm.k_31.d_na.t_Neg	sars-cov-2_pangenome_k32	0.2	16_bwa_query	prophasm	31	na	Neg	11.44	0.09	11.34	99%	265752	0	0	11.453296
sars-cov-2_pangenome_k32.r_0.2.S_prophasm.k_31.d_na.t_Pos	sars-cov-2_pangenome_k32	0.2	16_bwa_query	prophasm	31	na	Pos	9.99	0.13	9.84	99%	265752	69392	0	10.00192
sars-cov-2_pangenome_k32.r_0.3.S_prophasm.k_15.d_na.t_0	sars-cov-2_pangenome_k32	0.3	16_bwa_query	prophasm	15	na	0	4.19	0.05	4.13	99%	123852	0	0	4.200677
sars-cov-2_pangenome_k32.r_0.3.S_prophasm.k_15.d_na.t_Neg	sars-cov-2_pangenome_k32	0.3	16_bwa_query	prophasm	15	na	Neg	3.18	0.04	3.13	99%	123700	0	0	3.191003
sars-cov-2_pangenome_k32.r_0.3.S_prophasm.k_15.d_na.t_Pos	sars-cov-2_pangenome_k32	0.3	16_bwa_query	prophasm	15	na	Pos	5.60	0.07	5.52	99%	123852	1640	0	5.615036
sars-cov-2_pangenome_k32.r_0.3.S_prophasm.k_17.d_na.t_0	sars-cov-2_pangenome_k32	0.3	16_bwa_query	prophasm	17	na	0	5.06	0.05	5.01	99%	150352	0	0	5.073734
sars-cov-2_pangenome_k32.r_0.3.S_prophasm.k_17.d_na.t_Neg	sars-cov-2_pangenome_k32	0.3	16_bwa_query	prophasm	17	na	Neg	4.21	0.03	4.17	99%	150352	0	0	4.221088
sars-cov-2_pangenome_k32.r_0.3.S_prophasm.k_17.d_na.t_Pos	sars-cov-2_pangenome_k32	0.3	16_bwa_query	prophasm	17	na	Pos	8.90	0.04	8.85	99%	150352	45184	0	8.912505
sars-cov-2_pangenome_k32.r_0.3.S_prophasm.k_19.d_na.t_0	sars-cov-2_pangenome_k32	0.3	16_bwa_query	prophasm	19	na	0	5.94	0.07	5.86	99%	175452	0	0	5.952809
sars-cov-2_pangenome_k32.r_0.3.S_prophasm.k_19.d_na.t_Neg	sars-cov-2_pangenome_k32	0.3	16_bwa_query	prophasm	19	na	Neg	5.36	0.05	5.30	99%	175452	0	0	5.374879
sars-cov-2_pangenome_k32.r_0.3.S_prophasm.k_19.d_na.t_Pos	sars-cov-2_pangenome_k32	0.3	16_bwa_query	prophasm	19	na	Pos	7.17	0.06	7.10	99%	175452	6840	0	7.184432
sars-cov-2_pangenome_k32.r_0.3.S_prophasm.k_21.d_na.t_0	sars-cov-2_pangenome_k32	0.3	16_bwa_query	prophasm	21	na	0	9.28	0.11	9.15	99%	201428	0	0	9.286928
sars-cov-2_pangenome_k32.r_0.3.S_prophasm.k_21.d_na.t_Neg	sars-cov-2_pangenome_k32	0.3	16_bwa_query	prophasm	21	na	Neg	6.17	0.07	6.09	99%	201428	0	0	6.179056
sars-cov-2_pangenome_k32.r_0.3.S_prophasm.k_21.d_na.t_Pos	sars-cov-2_pangenome_k32	0.3	16_bwa_query	prophasm	21	na	Pos	7.89	0.09	7.79	99%	201428	58120	0	7.896447
sars-cov-2_pangenome_k32.r_0.3.S_prophasm.k_23.d_na.t_0	sars-cov-2_pangenome_k32	0.3	16_bwa_query	prophasm	23	na	0	7.49	0.09	7.39	99%	228444	0	0	7.500803
sars-cov-2_pangenome_k32.r_0.3.S_prophasm.k_23.d_na.t_Neg	sars-cov-2_pangenome_k32	0.3	16_bwa_query	prophasm	23	na	Neg	7.08	0.08	6.98	99%	228444	0	0	7.085849
sars-cov-2_pangenome_k32.r_0.3.S_prophasm.k_23.d_na.t_Pos	sars-cov-2_pangenome_k32	0.3	16_bwa_query	prophasm	23	na	Pos	8.34	0.08	8.25	99%	228444	0	0	8.352206
sars-cov-2_pangenome_k32.r_0.3.S_prophasm.k_31.d_na.t_0	sars-cov-2_pangenome_k32	0.3	16_bwa_query	prophasm	31	na	0	10.73	0.08	10.62	99%	348524	0	0	10.734832
sars-cov-2_pangenome_k32.r_0.3.S_prophasm.k_31.d_na.t_Neg	sars-cov-2_pangenome_k32	0.3	16_bwa_query	prophasm	31	na	Neg	12.53	0.09	12.42	99%	348524	0	0	12.540312
sars-cov-2_pangenome_k32.r_0.3.S_prophasm.k_31.d_na.t_Pos	sars-cov-2_pangenome_k32	0.3	16_bwa_query	prophasm	31	na	Pos	10.58	0.13	10.42	99%	348524	71288	0	10.586552
sars-cov-2_pangenome_k32.r_0.4.S_prophasm.k_15.d_na.t_0	sars-cov-2_pangenome_k32	0.4	16_bwa_query	prophasm	15	na	0	4.93	0.08	4.84	99%	141940	0	0	4.93979
sars-cov-2_pangenome_k32.r_0.4.S_prophasm.k_15.d_na.t_Neg	sars-cov-2_pangenome_k32	0.4	16_bwa_query	prophasm	15	na	Neg	3.70	0.16	3.53	99%	141940	0	0	3.709339
sars-cov-2_pangenome_k32.r_0.4.S_prophasm.k_15.d_na.t_Pos	sars-cov-2_pangenome_k32	0.4	16_bwa_query	prophasm	15	na	Pos	7.72	0.11	7.59	99%	141940	33160	0	7.735172
sars-cov-2_pangenome_k32.r_0.4.S_prophasm.k_17.d_na.t_0	sars-cov-2_pangenome_k32	0.4	16_bwa_query	prophasm	17	na	0	5.74	0.07	5.66	99%	172444	0	0	5.747233
