pref	genome	rate	prog	S_alg	k	d	qType	real(s)	sys(s)	user(s)	percent_CPU	max_RAM(kb)	FS_inputs	FS_outputs	elapsed_time_alt(s)
sars-cov-2_pangenome_k32.r_0.5.S_prophasm.k_21.d_na.t_index	sars-cov-2_pangenome_k32	0.5	15_bwa	prophasm	21	na	index	24.19	0.41	23.60	99%	204888	0	431848	24.200895
sars-cov-2_pangenome_k32.r_0.5.S_prophasm.k_23.d_na.t_index	sars-cov-2_pangenome_k32	0.5	15_bwa	prophasm	23	na	index	30.62	0.44	29.97	99%	229612	32	501728	30.625463
sars-cov-2_pangenome_k32.r_0.5.S_prophasm.k_31.d_na.t_index	sars-cov-2_pangenome_k32	0.5	15_bwa	prophasm	31	na	index	68.19	0.91	66.95	99%	333640	0	829432	68.199209
sars-cov-2_pangenome_k32.r_0.6.S_prophasm.k_15.d_na.t_index	sars-cov-2_pangenome_k32	0.6	15_bwa	prophasm	15	na	index	8.96	0.25	8.46	97%	198800	16	241040	8.96617
sars-cov-2_pangenome_k32.r_0.6.S_prophasm.k_17.d_na.t_index	sars-cov-2_pangenome_k32	0.6	15_bwa	prophasm	17	na	index	14.28	0.33	13.79	98%	154740	0	301472	14.287316
sars-cov-2_pangenome_k32.r_0.6.S_prophasm.k_19.d_na.t_index	sars-cov-2_pangenome_k32	0.6	15_bwa	prophasm	19	na	index	19.05	0.32	18.58	99%	178104	0	361272	19.058243
sars-cov-2_pangenome_k32.r_0.6.S_prophasm.k_21.d_na.t_index	sars-cov-2_pangenome_k32	0.6	15_bwa	prophasm	21	na	index	23.92	0.46	23.28	99%	199804	16	425144	23.933263
sars-cov-2_pangenome_k32.r_0.6.S_prophasm.k_23.d_na.t_index	sars-cov-2_pangenome_k32	0.6	15_bwa	prophasm	23	na	index	30.10	0.41	29.41	99%	223856	8	493288	30.112631
sars-cov-2_pangenome_k32.r_0.6.S_prophasm.k_31.d_na.t_index	sars-cov-2_pangenome_k32	0.6	15_bwa	prophasm	31	na	index	66.09	0.74	65.02	99%	323744	16	811808	66.099611
sars-cov-2_pangenome_k32.r_0.7.S_prophasm.k_15.d_na.t_index	sars-cov-2_pangenome_k32	0.7	15_bwa	prophasm	15	na	index	8.26	0.23	7.92	98%	189412	0	223832	8.273692
sars-cov-2_pangenome_k32.r_0.7.S_prophasm.k_17.d_na.t_index	sars-cov-2_pangenome_k32	0.7	15_bwa	prophasm	17	na	index	12.08	0.29	11.65	98%	266856	8	277760	12.085619
sars-cov-2_pangenome_k32.r_0.7.S_prophasm.k_19.d_na.t_index	sars-cov-2_pangenome_k32	0.7	15_bwa	prophasm	19	na	index	17.16	0.31	16.71	99%	161468	8	331552	17.170352
sars-cov-2_pangenome_k32.r_0.7.S_prophasm.k_21.d_na.t_index	sars-cov-2_pangenome_k32	0.7	15_bwa	prophasm	21	na	index	21.90	0.37	21.37	99%	181396	8	388560	21.914688
sars-cov-2_pangenome_k32.r_0.7.S_prophasm.k_23.d_na.t_index	sars-cov-2_pangenome_k32	0.7	15_bwa	prophasm	23	na	index	27.33	0.36	26.78	99%	201880	16	449832	27.341383
sars-cov-2_pangenome_k32.r_0.7.S_prophasm.k_31.d_na.t_index	sars-cov-2_pangenome_k32	0.7	15_bwa	prophasm	31	na	index	59.73	0.72	58.71	99%	289440	8	734728	59.736766
sars-cov-2_pangenome_k32.r_0.8.S_prophasm.k_15.d_na.t_index	sars-cov-2_pangenome_k32	0.8	15_bwa	prophasm	15	na	index	7.12	0.22	6.81	98%	184640	0	192096	7.126182
sars-cov-2_pangenome_k32.r_0.8.S_prophasm.k_17.d_na.t_index	sars-cov-2_pangenome_k32	0.8	15_bwa	prophasm	17	na	index	10.02	0.25	9.66	98%	229628	8	234128	10.031968
sars-cov-2_pangenome_k32.r_0.8.S_prophasm.k_19.d_na.t_index	sars-cov-2_pangenome_k32	0.8	15_bwa	prophasm	19	na	index	14.31	0.26	13.93	99%	133100	0	277256	14.322694
sars-cov-2_pangenome_k32.r_0.8.S_prophasm.k_21.d_na.t_index	sars-cov-2_pangenome_k32	0.8	15_bwa	prophasm	21	na	index	18.00	0.27	17.59	99%	147680	16	322832	18.011352
sars-cov-2_pangenome_k32.r_0.8.S_prophasm.k_23.d_na.t_index	sars-cov-2_pangenome_k32	0.8	15_bwa	prophasm	23	na	index	22.13	0.35	21.61	99%	165264	8	372208	22.137306
sars-cov-2_pangenome_k32.r_0.8.S_prophasm.k_31.d_na.t_index	sars-cov-2_pangenome_k32	0.8	15_bwa	prophasm	31	na	index	47.72	0.52	46.90	99%	233268	16	599008	47.733728
sars-cov-2_pangenome_k32.r_0.9.S_prophasm.k_15.d_na.t_index	sars-cov-2_pangenome_k32	0.9	15_bwa	prophasm	15	na	index	5.28	0.13	5.04	97%	145292	0	145736	5.288684
sars-cov-2_pangenome_k32.r_0.9.S_prophasm.k_17.d_na.t_index	sars-cov-2_pangenome_k32	0.9	15_bwa	prophasm	17	na	index	7.68	0.20	7.39	98%	174908	0	172056	7.690159
sars-cov-2_pangenome_k32.r_0.9.S_prophasm.k_19.d_na.t_index	sars-cov-2_pangenome_k32	0.9	15_bwa	prophasm	19	na	index	9.12	0.21	8.78	98%	206628	8	199840	9.12954
sars-cov-2_pangenome_k32.r_0.9.S_prophasm.k_21.d_na.t_index	sars-cov-2_pangenome_k32	0.9	15_bwa	prophasm	21	na	index	11.44	0.21	11.11	99%	233312	0	228944	11.448792
sars-cov-2_pangenome_k32.r_0.9.S_prophasm.k_23.d_na.t_index	sars-cov-2_pangenome_k32	0.9	15_bwa	prophasm	23	na	index	15.01	0.22	14.61	98%	122784	8	260712	15.019394
sars-cov-2_pangenome_k32.r_0.9.S_prophasm.k_31.d_na.t_index	sars-cov-2_pangenome_k32	0.9	15_bwa	prophasm	31	na	index	30.26	0.31	29.70	99%	153496	16	405528	30.269235
sars-cov-2_pangenome_k32.r_1.0.S_prophasm.k_15.d_na.t_index	sars-cov-2_pangenome_k32	1.0	15_bwa	prophasm	15	na	index	3.41	0.09	3.27	98%	96004	8	84704	3.419125
sars-cov-2_pangenome_k32.r_1.0.S_prophasm.k_17.d_na.t_index	sars-cov-2_pangenome_k32	1.0	15_bwa	prophasm	17	na	index	3.76	0.08	3.62	98%	109788	0	90896	3.773215
sars-cov-2_pangenome_k32.r_1.0.S_prophasm.k_19.d_na.t_index	sars-cov-2_pangenome_k32	1.0	15_bwa	prophasm	19	na	index	4.30	0.14	4.11	99%	137480	8	99360	4.308867
sars-cov-2_pangenome_k32.r_1.0.S_prophasm.k_21.d_na.t_index	sars-cov-2_pangenome_k32	1.0	15_bwa	prophasm	21	na	index	5.51	0.12	5.20	96%	152244	8	108000	5.521171
sars-cov-2_pangenome_k32.r_1.0.S_prophasm.k_23.d_na.t_index	sars-cov-2_pangenome_k32	1.0	15_bwa	prophasm	23	na	index	6.28	0.12	6.09	98%	168344	8	117664	6.285321
sars-cov-2_pangenome_k32.r_1.0.S_prophasm.k_31.d_na.t_index	sars-cov-2_pangenome_k32	1.0	15_bwa	prophasm	31	na	index	9.85	0.14	9.62	99%	234212	0	156448	9.855517
spneumo_pangenome_k32.r_0.01.S_prophasm.k_15.d_na.t_index	spneumo_pangenome_k32	0.01	15_bwa	prophasm	15	na	index	0.29	0.01	0.27	96%	14004	0	12456	0.300223
spneumo_pangenome_k32.r_0.01.S_prophasm.k_17.d_na.t_index	spneumo_pangenome_k32	0.01	15_bwa	prophasm	17	na	index	0.35	0.01	0.32	97%	15912	0	14264	0.355851
spneumo_pangenome_k32.r_0.01.S_prophasm.k_19.d_na.t_index	spneumo_pangenome_k32	0.01	15_bwa	prophasm	19	na	index	0.41	0.03	0.37	97%	18000	0	15856	0.424114
spneumo_pangenome_k32.r_0.01.S_prophasm.k_21.d_na.t_index	spneumo_pangenome_k32	0.01	15_bwa	prophasm	21	na	index	0.45	0.04	0.40	97%	19732	0	17488	0.462703
spneumo_pangenome_k32.r_0.01.S_prophasm.k_23.d_na.t_index	spneumo_pangenome_k32	0.01	15_bwa	prophasm	23	na	index	0.54	0.03	0.49	98%	21876	0	19176	0.544576
spneumo_pangenome_k32.r_0.01.S_prophasm.k_31.d_na.t_index	spneumo_pangenome_k32	0.01	15_bwa	prophasm	31	na	index	0.88	0.04	0.82	98%	36976	8	26528	0.885004
spneumo_pangenome_k32.r_0.1.S_prophasm.k_15.d_na.t_index	spneumo_pangenome_k32	0.1	15_bwa	prophasm	15	na	index	3.55	0.13	3.35	98%	94104	0	116424	3.560216
spneumo_pangenome_k32.r_0.1.S_prophasm.k_17.d_na.t_index	spneumo_pangenome_k32	0.1	15_bwa	prophasm	17	na	index	4.38	0.18	4.13	98%	115368	0	134080	4.389084
spneumo_pangenome_k32.r_0.1.S_prophasm.k_19.d_na.t_index	spneumo_pangenome_k32	0.1	15_bwa	prophasm	19	na	index	5.91	0.22	5.58	98%	145884	0	149072	5.91839
spneumo_pangenome_k32.r_0.1.S_prophasm.k_21.d_na.t_index	spneumo_pangenome_k32	0.1	15_bwa	prophasm	21	na	index	6.10	0.16	5.86	98%	163760	8	164080	6.108649
spneumo_pangenome_k32.r_0.1.S_prophasm.k_23.d_na.t_index	spneumo_pangenome_k32	0.1	15_bwa	prophasm	23	na	index	7.32	0.17	7.05	98%	182684	0	179776	7.328948
spneumo_pangenome_k32.r_0.1.S_prophasm.k_31.d_na.t_index	spneumo_pangenome_k32	0.1	15_bwa	prophasm	31	na	index	14.48	0.19	14.17	99%	117992	0	247520	14.485789
spneumo_pangenome_k32.r_0.2.S_prophasm.k_15.d_na.t_index	spneumo_pangenome_k32	0.2	15_bwa	prophasm	15	na	index	6.92	0.19	6.61	98%	165484	8	208216	6.931327
spneumo_pangenome_k32.r_0.2.S_prophasm.k_17.d_na.t_index	spneumo_pangenome_k32	0.2	15_bwa	prophasm	17	na	index	9.75	0.22	9.42	98%	204512	16	241616	9.760671
spneumo_pangenome_k32.r_0.2.S_prophasm.k_19.d_na.t_index	spneumo_pangenome_k32	0.2	15_bwa	prophasm	19	na	index	12.14	0.27	11.71	98%	258432	8	268272	12.152976
spneumo_pangenome_k32.r_0.2.S_prophasm.k_21.d_na.t_index	spneumo_pangenome_k32	0.2	15_bwa	prophasm	21	na	index	15.16	0.33	14.71	99%	144316	0	295224	15.170677
spneumo_pangenome_k32.r_0.2.S_prophasm.k_23.d_na.t_index	spneumo_pangenome_k32	0.2	15_bwa	prophasm	23	na	index	18.25	0.33	17.77	99%	151836	0	323000	18.254914
spneumo_pangenome_k32.r_0.2.S_prophasm.k_31.d_na.t_index	spneumo_pangenome_k32	0.2	15_bwa	prophasm	31	na	index	30.02	0.38	29.41	99%	182152	16	444280	30.032572
spneumo_pangenome_k32.r_0.3.S_prophasm.k_15.d_na.t_index	spneumo_pangenome_k32	0.3	15_bwa	prophasm	15	na	index	10.15	0.27	9.75	98%	217812	8	275328	10.15586
spneumo_pangenome_k32.r_0.3.S_prophasm.k_17.d_na.t_index	spneumo_pangenome_k32	0.3	15_bwa	prophasm	17	na	index	16.36	0.28	15.93	99%	166748	16	320464	16.373456
spneumo_pangenome_k32.r_0.3.S_prophasm.k_19.d_na.t_index	spneumo_pangenome_k32	0.3	15_bwa	prophasm	19	na	index	17.50	0.28	17.06	99%	178424	8	355448	17.504557
spneumo_pangenome_k32.r_0.3.S_prophasm.k_21.d_na.t_index	spneumo_pangenome_k32	0.3	15_bwa	prophasm	21	na	index	20.73	0.32	20.24	99%	189332	24	390736	20.742263
spneumo_pangenome_k32.r_0.3.S_prophasm.k_23.d_na.t_index	spneumo_pangenome_k32	0.3	15_bwa	prophasm	23	na	index	24.76	0.37	24.21	99%	198700	0	427200	24.773123
spneumo_pangenome_k32.r_0.3.S_prophasm.k_31.d_na.t_index	spneumo_pangenome_k32	0.3	15_bwa	prophasm	31	na	index	45.35	0.51	44.58	99%	238016	0	586776	45.359837
spneumo_pangenome_k32.r_0.4.S_prophasm.k_15.d_na.t_index	spneumo_pangenome_k32	0.4	15_bwa	prophasm	15	na	index	13.40	0.33	12.88	98%	252156	8	317384	13.411624
spneumo_pangenome_k32.r_0.4.S_prophasm.k_17.d_na.t_index	spneumo_pangenome_k32	0.4	15_bwa	prophasm	17	na	index	18.36	0.28	17.92	99%	192476	0	369688	18.367402
spneumo_pangenome_k32.r_0.4.S_prophasm.k_19.d_na.t_index	spneumo_pangenome_k32	0.4	15_bwa	prophasm	19	na	index	21.19	0.35	20.67	99%	204136	16	409784	21.195379
spneumo_pangenome_k32.r_0.4.S_prophasm.k_21.d_na.t_index	spneumo_pangenome_k32	0.4	15_bwa	prophasm	21	na	index	25.20	0.41	24.61	99%	215280	32	450280	25.213146
spneumo_pangenome_k32.r_0.4.S_prophasm.k_23.d_na.t_index	spneumo_pangenome_k32	0.4	15_bwa	prophasm	23	na	index	29.63	0.40	28.96	99%	227320	8	492192	29.637717
spneumo_pangenome_k32.r_0.4.S_prophasm.k_31.d_na.t_index	spneumo_pangenome_k32	0.4	15_bwa	prophasm	31	na	index	52.71	0.67	51.75	99%	273112	8	674888	52.723946
spneumo_pangenome_k32.r_0.5.S_prophasm.k_15.d_na.t_index	spneumo_pangenome_k32	0.5	15_bwa	prophasm	15	na	index	14.37	0.25	13.98	99%	180800	8	335360	14.380937
spneumo_pangenome_k32.r_0.5.S_prophasm.k_17.d_na.t_index	spneumo_pangenome_k32	0.5	15_bwa	prophasm	17	na	index	22.05	0.36	21.52	99%	200524	16	389880	22.056328
spneumo_pangenome_k32.r_0.5.S_prophasm.k_19.d_na.t_index	spneumo_pangenome_k32	0.5	15_bwa	prophasm	19	na	index	22.67	0.40	22.08	99%	213364	16	432152	22.675833
spneumo_pangenome_k32.r_0.5.S_prophasm.k_21.d_na.t_index	spneumo_pangenome_k32	0.5	15_bwa	prophasm	21	na	index	27.59	0.55	26.83	99%	225904	24	474240	27.602068
spneumo_pangenome_k32.r_0.5.S_prophasm.k_23.d_na.t_index	spneumo_pangenome_k32	0.5	15_bwa	prophasm	23	na	index	34.17	0.47	33.48	99%	236308	0	518080	34.183783
spneumo_pangenome_k32.r_0.5.S_prophasm.k_31.d_na.t_index	spneumo_pangenome_k32	0.5	15_bwa	prophasm	31	na	index	56.21	0.68	55.25	99%	285548	0	708904	56.223679
spneumo_pangenome_k32.r_0.6.S_prophasm.k_15.d_na.t_index	spneumo_pangenome_k32	0.6	15_bwa	prophasm	15	na	index	14.89	0.30	14.44	99%	175852	16	329800	14.895681
spneumo_pangenome_k32.r_0.6.S_prophasm.k_17.d_na.t_index	spneumo_pangenome_k32	0.6	15_bwa	prophasm	17	na	index	18.70	0.34	18.19	99%	194532	0	381688	18.7121
spneumo_pangenome_k32.r_0.6.S_prophasm.k_19.d_na.t_index	spneumo_pangenome_k32	0.6	15_bwa	prophasm	19	na	index	22.20	0.36	21.60	98%	207056	0	422128	22.209401
spneumo_pangenome_k32.r_0.6.S_prophasm.k_21.d_na.t_index	spneumo_pangenome_k32	0.6	15_bwa	prophasm	21	na	index	26.64	0.40	26.04	99%	217256	24	462984	26.646607
spneumo_pangenome_k32.r_0.6.S_prophasm.k_23.d_na.t_index	spneumo_pangenome_k32	0.6	15_bwa	prophasm	23	na	index	38.88	0.47	38.13	99%	229680	0	505616	38.894226
spneumo_pangenome_k32.r_0.6.S_prophasm.k_31.d_na.t_index	spneumo_pangenome_k32	0.6	15_bwa	prophasm	31	na	index	54.91	0.74	53.89	99%	275388	32	689904	54.922296
spneumo_pangenome_k32.r_0.7.S_prophasm.k_15.d_na.t_index	spneumo_pangenome_k32	0.7	15_bwa	prophasm	15	na	index	12.33	0.31	11.77	98%	253236	0	301544	12.334638
spneumo_pangenome_k32.r_0.7.S_prophasm.k_17.d_na.t_index	spneumo_pangenome_k32	0.7	15_bwa	prophasm	17	na	index	17.32	0.32	16.85	99%	173212	0	345240	17.333001
spneumo_pangenome_k32.r_0.7.S_prophasm.k_19.d_na.t_index	spneumo_pangenome_k32	0.7	15_bwa	prophasm	19	na	index	20.22	0.31	19.62	98%	189908	0	380928	20.229451
spneumo_pangenome_k32.r_0.7.S_prophasm.k_21.d_na.t_index	spneumo_pangenome_k32	0.7	15_bwa	prophasm	21	na	index	24.04	0.39	23.47	99%	193852	0	416944	24.045486
spneumo_pangenome_k32.r_0.7.S_prophasm.k_23.d_na.t_index	spneumo_pangenome_k32	0.7	15_bwa	prophasm	23	na	index	27.76	0.37	27.15	99%	205148	0	454792	27.765702
spneumo_pangenome_k32.r_0.7.S_prophasm.k_31.d_na.t_index	spneumo_pangenome_k32	0.7	15_bwa	prophasm	31	na	index	51.04	0.54	50.24	99%	244832	8	618432	51.046532
spneumo_pangenome_k32.r_0.8.S_prophasm.k_15.d_na.t_index	spneumo_pangenome_k32	0.8	15_bwa	prophasm	15	na	index	10.38	0.23	10.00	98%	239708	24	250464	10.38714
spneumo_pangenome_k32.r_0.8.S_prophasm.k_17.d_na.t_index	spneumo_pangenome_k32	0.8	15_bwa	prophasm	17	na	index	13.88	0.27	13.46	98%	138576	0	281200	13.894841
