pref	genome	rate	prog	S_alg	k	d	qType	real(s)	sys(s)	user(s)	percent_CPU	max_RAM(kb)	FS_inputs	FS_outputs	elapsed_time_alt(s)
escherichia_coli.k32.r_1.0.S_none.k_15.d_na.t_index	escherichia_coli.k32	1.0	21_cbl	none	15	na	index	100.97	1.63	99.27	99%	393920	0	591432	100.980823
escherichia_coli.k32.r_1.0.S_none.k_17.d_na.t_index	escherichia_coli.k32	1.0	21_cbl	none	17	na	index	89.56	1.05	88.44	99%	472364	0	747032	89.565468
escherichia_coli.k32.r_1.0.S_none.k_19.d_na.t_index	escherichia_coli.k32	1.0	21_cbl	none	19	na	index	91.06	1.51	89.49	99%	703160	0	1052248	91.074553
escherichia_coli.k32.r_1.0.S_none.k_21.d_na.t_index	escherichia_coli.k32	1.0	21_cbl	none	21	na	index	85.41	1.85	83.49	99%	725068	0	1096472	85.419139
escherichia_coli.k32.r_1.0.S_none.k_23.d_na.t_index	escherichia_coli.k32	1.0	21_cbl	none	23	na	index	84.11	3.49	80.54	99%	1013408	0	1415744	84.12183
escherichia_coli.k32.r_1.0.S_none.k_31.d_na.t_index	escherichia_coli.k32	1.0	21_cbl	none	31	na	index	85.83	4.16	81.59	99%	2605160	0	2243120	85.843511
sars-cov-2_pangenome_k32.r_0.01.S_none.k_15.d_na.t_index	sars-cov-2_pangenome_k32	0.01	21_cbl	none	15	na	index	0.04	0.00	0.03	97%	16464	0	896	0.049554
sars-cov-2_pangenome_k32.r_0.01.S_none.k_17.d_na.t_index	sars-cov-2_pangenome_k32	0.01	21_cbl	none	17	na	index	0.05	0.00	0.05	96%	16728	0	1024	0.061198
sars-cov-2_pangenome_k32.r_0.01.S_none.k_19.d_na.t_index	sars-cov-2_pangenome_k32	0.01	21_cbl	none	19	na	index	0.06	0.00	0.05	98%	16772	0	1248	0.066221
sars-cov-2_pangenome_k32.r_0.01.S_none.k_21.d_na.t_index	sars-cov-2_pangenome_k32	0.01	21_cbl	none	21	na	index	0.06	0.00	0.06	100%	16996	0	1352	0.073559
sars-cov-2_pangenome_k32.r_0.01.S_none.k_23.d_na.t_index	sars-cov-2_pangenome_k32	0.01	21_cbl	none	23	na	index	0.07	0.01	0.06	98%	17092	0	1592	0.079751
sars-cov-2_pangenome_k32.r_0.01.S_none.k_31.d_na.t_index	sars-cov-2_pangenome_k32	0.01	21_cbl	none	31	na	index	0.11	0.01	0.10	99%	19116	0	2392	0.123645
sars-cov-2_pangenome_k32.r_0.1.S_none.k_15.d_na.t_index	sars-cov-2_pangenome_k32	0.1	21_cbl	none	15	na	index	0.36	0.03	0.32	99%	34876	0	7336	0.366387
sars-cov-2_pangenome_k32.r_0.1.S_none.k_17.d_na.t_index	sars-cov-2_pangenome_k32	0.1	21_cbl	none	17	na	index	0.41	0.01	0.40	99%	35300	0	7968	0.423044
sars-cov-2_pangenome_k32.r_0.1.S_none.k_19.d_na.t_index	sars-cov-2_pangenome_k32	0.1	21_cbl	none	19	na	index	0.55	0.04	0.50	99%	35448	0	9664	0.558343
sars-cov-2_pangenome_k32.r_0.1.S_none.k_21.d_na.t_index	sars-cov-2_pangenome_k32	0.1	21_cbl	none	21	na	index	0.53	0.02	0.51	99%	35480	0	10168	0.543104
sars-cov-2_pangenome_k32.r_0.1.S_none.k_23.d_na.t_index	sars-cov-2_pangenome_k32	0.1	21_cbl	none	23	na	index	0.61	0.01	0.59	99%	34644	0	12264	0.616664
sars-cov-2_pangenome_k32.r_0.1.S_none.k_31.d_na.t_index	sars-cov-2_pangenome_k32	0.1	21_cbl	none	31	na	index	1.03	0.04	0.98	99%	38344	0	19296	1.043832
sars-cov-2_pangenome_k32.r_0.2.S_none.k_15.d_na.t_index	sars-cov-2_pangenome_k32	0.2	21_cbl	none	15	na	index	0.71	0.04	0.66	99%	44988	0	12760	0.72106
sars-cov-2_pangenome_k32.r_0.2.S_none.k_17.d_na.t_index	sars-cov-2_pangenome_k32	0.2	21_cbl	none	17	na	index	0.82	0.03	0.78	99%	45140	0	13728	0.833924
sars-cov-2_pangenome_k32.r_0.2.S_none.k_19.d_na.t_index	sars-cov-2_pangenome_k32	0.2	21_cbl	none	19	na	index	0.94	0.03	0.89	99%	44844	0	16968	0.946485
sars-cov-2_pangenome_k32.r_0.2.S_none.k_21.d_na.t_index	sars-cov-2_pangenome_k32	0.2	21_cbl	none	21	na	index	1.03	0.01	1.01	99%	44388	0	17896	1.038572
sars-cov-2_pangenome_k32.r_0.2.S_none.k_23.d_na.t_index	sars-cov-2_pangenome_k32	0.2	21_cbl	none	23	na	index	1.20	0.05	1.14	99%	45976	0	22016	1.207304
sars-cov-2_pangenome_k32.r_0.2.S_none.k_31.d_na.t_index	sars-cov-2_pangenome_k32	0.2	21_cbl	none	31	na	index	2.15	0.06	2.09	99%	57268	0	36176	2.161058
sars-cov-2_pangenome_k32.r_0.3.S_none.k_15.d_na.t_index	sars-cov-2_pangenome_k32	0.3	21_cbl	none	15	na	index	1.29	0.03	1.25	99%	54628	0	17320	1.294809
sars-cov-2_pangenome_k32.r_0.3.S_none.k_17.d_na.t_index	sars-cov-2_pangenome_k32	0.3	21_cbl	none	17	na	index	1.47	0.06	1.40	99%	52556	0	18640	1.478757
sars-cov-2_pangenome_k32.r_0.3.S_none.k_19.d_na.t_index	sars-cov-2_pangenome_k32	0.3	21_cbl	none	19	na	index	1.39	0.07	1.32	99%	53184	0	23464	1.398938
sars-cov-2_pangenome_k32.r_0.3.S_none.k_21.d_na.t_index	sars-cov-2_pangenome_k32	0.3	21_cbl	none	21	na	index	1.57	0.08	1.48	99%	53200	0	24856	1.577483
sars-cov-2_pangenome_k32.r_0.3.S_none.k_23.d_na.t_index	sars-cov-2_pangenome_k32	0.3	21_cbl	none	23	na	index	2.05	0.08	1.96	99%	54400	0	31072	2.060218
sars-cov-2_pangenome_k32.r_0.3.S_none.k_31.d_na.t_index	sars-cov-2_pangenome_k32	0.3	21_cbl	none	31	na	index	3.52	0.10	3.41	99%	79904	0	52504	3.526794
sars-cov-2_pangenome_k32.r_0.4.S_none.k_15.d_na.t_index	sars-cov-2_pangenome_k32	0.4	21_cbl	none	15	na	index	1.42	0.04	1.37	99%	60168	0	21400	1.427014
sars-cov-2_pangenome_k32.r_0.4.S_none.k_17.d_na.t_index	sars-cov-2_pangenome_k32	0.4	21_cbl	none	17	na	index	1.60	0.07	1.52	99%	58056	0	23096	1.609703
sars-cov-2_pangenome_k32.r_0.4.S_none.k_19.d_na.t_index	sars-cov-2_pangenome_k32	0.4	21_cbl	none	19	na	index	2.12	0.09	2.02	99%	59280	0	29536	2.132151
sars-cov-2_pangenome_k32.r_0.4.S_none.k_21.d_na.t_index	sars-cov-2_pangenome_k32	0.4	21_cbl	none	21	na	index	2.32	0.10	2.22	99%	59460	0	31448	2.331711
sars-cov-2_pangenome_k32.r_0.4.S_none.k_23.d_na.t_index	sars-cov-2_pangenome_k32	0.4	21_cbl	none	23	na	index	2.45	0.11	2.34	99%	62688	0	39768	2.464282
sars-cov-2_pangenome_k32.r_0.4.S_none.k_31.d_na.t_index	sars-cov-2_pangenome_k32	0.4	21_cbl	none	31	na	index	4.63	0.13	4.49	99%	105764	0	68472	4.640852
sars-cov-2_pangenome_k32.r_0.5.S_none.k_15.d_na.t_index	sars-cov-2_pangenome_k32	0.5	21_cbl	none	15	na	index	2.05	0.11	1.94	99%	63000	0	25176	2.063488
sars-cov-2_pangenome_k32.r_0.5.S_none.k_17.d_na.t_index	sars-cov-2_pangenome_k32	0.5	21_cbl	none	17	na	index	2.03	0.05	1.97	99%	62976	0	27280	2.037013
sars-cov-2_pangenome_k32.r_0.5.S_none.k_19.d_na.t_index	sars-cov-2_pangenome_k32	0.5	21_cbl	none	19	na	index	2.80	0.10	2.69	99%	64792	0	35360	2.810492
sars-cov-2_pangenome_k32.r_0.5.S_none.k_21.d_na.t_index	sars-cov-2_pangenome_k32	0.5	21_cbl	none	21	na	index	2.78	0.05	2.72	99%	63444	0	37816	2.787435
sars-cov-2_pangenome_k32.r_0.5.S_none.k_23.d_na.t_index	sars-cov-2_pangenome_k32	0.5	21_cbl	none	23	na	index	3.03	0.08	2.94	99%	70540	0	48256	3.038174
sars-cov-2_pangenome_k32.r_0.5.S_none.k_31.d_na.t_index	sars-cov-2_pangenome_k32	0.5	21_cbl	none	31	na	index	6.28	0.19	6.08	99%	138600	0	84152	6.286246
sars-cov-2_pangenome_k32.r_0.6.S_none.k_15.d_na.t_index	sars-cov-2_pangenome_k32	0.6	21_cbl	none	15	na	index	2.31	0.12	2.18	99%	67548	0	28760	2.322734
sars-cov-2_pangenome_k32.r_0.6.S_none.k_17.d_na.t_index	sars-cov-2_pangenome_k32	0.6	21_cbl	none	17	na	index	2.38	0.07	2.30	99%	67560	0	31280	2.392662
sars-cov-2_pangenome_k32.r_0.6.S_none.k_19.d_na.t_index	sars-cov-2_pangenome_k32	0.6	21_cbl	none	19	na	index	3.21	0.10	3.10	99%	67456	0	41016	3.221199
sars-cov-2_pangenome_k32.r_0.6.S_none.k_21.d_na.t_index	sars-cov-2_pangenome_k32	0.6	21_cbl	none	21	na	index	3.64	0.13	3.49	99%	69328	0	44024	3.646475
sars-cov-2_pangenome_k32.r_0.6.S_none.k_23.d_na.t_index	sars-cov-2_pangenome_k32	0.6	21_cbl	none	23	na	index	3.78	0.11	3.67	99%	76104	0	56600	3.794089
sars-cov-2_pangenome_k32.r_0.6.S_none.k_31.d_na.t_index	sars-cov-2_pangenome_k32	0.6	21_cbl	none	31	na	index	7.91	0.34	7.56	99%	182676	0	99552	7.922087
sars-cov-2_pangenome_k32.r_0.7.S_none.k_15.d_na.t_index	sars-cov-2_pangenome_k32	0.7	21_cbl	none	15	na	index	2.71	0.12	2.58	99%	71640	0	32184	2.720518
sars-cov-2_pangenome_k32.r_0.7.S_none.k_17.d_na.t_index	sars-cov-2_pangenome_k32	0.7	21_cbl	none	17	na	index	2.95	0.13	2.82	99%	69772	0	35144	2.957843
sars-cov-2_pangenome_k32.r_0.7.S_none.k_19.d_na.t_index	sars-cov-2_pangenome_k32	0.7	21_cbl	none	19	na	index	3.25	0.10	3.14	99%	73404	0	46560	3.259568
sars-cov-2_pangenome_k32.r_0.7.S_none.k_21.d_na.t_index	sars-cov-2_pangenome_k32	0.7	21_cbl	none	21	na	index	3.61	0.08	3.51	99%	72984	0	50144	3.615142
sars-cov-2_pangenome_k32.r_0.7.S_none.k_23.d_na.t_index	sars-cov-2_pangenome_k32	0.7	21_cbl	none	23	na	index	4.42	0.09	4.32	99%	84244	0	64848	4.428236
sars-cov-2_pangenome_k32.r_0.7.S_none.k_31.d_na.t_index	sars-cov-2_pangenome_k32	0.7	21_cbl	none	31	na	index	8.87	0.29	8.58	99%	242936	0	114432	8.884165
sars-cov-2_pangenome_k32.r_0.8.S_none.k_15.d_na.t_index	sars-cov-2_pangenome_k32	0.8	21_cbl	none	15	na	index	2.76	0.09	2.66	99%	73440	0	35512	2.767907
sars-cov-2_pangenome_k32.r_0.8.S_none.k_17.d_na.t_index	sars-cov-2_pangenome_k32	0.8	21_cbl	none	17	na	index	3.51	0.09	3.41	99%	71868	0	38920	3.525893
sars-cov-2_pangenome_k32.r_0.8.S_none.k_19.d_na.t_index	sars-cov-2_pangenome_k32	0.8	21_cbl	none	19	na	index	4.37	0.22	4.15	99%	76632	0	52024	4.382097
sars-cov-2_pangenome_k32.r_0.8.S_none.k_21.d_na.t_index	sars-cov-2_pangenome_k32	0.8	21_cbl	none	21	na	index	4.70	0.24	4.45	99%	76420	0	56176	4.707362
sars-cov-2_pangenome_k32.r_0.8.S_none.k_23.d_na.t_index	sars-cov-2_pangenome_k32	0.8	21_cbl	none	23	na	index	5.11	0.14	4.96	99%	90260	0	73008	5.123366
sars-cov-2_pangenome_k32.r_0.8.S_none.k_31.d_na.t_index	sars-cov-2_pangenome_k32	0.8	21_cbl	none	31	na	index	10.55	0.37	10.17	99%	313648	0	128768	10.558187
sars-cov-2_pangenome_k32.r_0.9.S_none.k_15.d_na.t_index	sars-cov-2_pangenome_k32	0.9	21_cbl	none	15	na	index	3.28	0.12	3.16	99%	75300	0	38752	3.29366
sars-cov-2_pangenome_k32.r_0.9.S_none.k_17.d_na.t_index	sars-cov-2_pangenome_k32	0.9	21_cbl	none	17	na	index	4.30	0.09	4.20	99%	76012	0	42624	4.304202
sars-cov-2_pangenome_k32.r_0.9.S_none.k_19.d_na.t_index	sars-cov-2_pangenome_k32	0.9	21_cbl	none	19	na	index	4.09	0.08	4.00	99%	79628	0	57416	4.100922
sars-cov-2_pangenome_k32.r_0.9.S_none.k_21.d_na.t_index	sars-cov-2_pangenome_k32	0.9	21_cbl	none	21	na	index	5.19	0.18	5.00	99%	82036	0	62160	5.198469
sars-cov-2_pangenome_k32.r_0.9.S_none.k_23.d_na.t_index	sars-cov-2_pangenome_k32	0.9	21_cbl	none	23	na	index	6.42	0.23	6.18	99%	96756	0	81088	6.429217
sars-cov-2_pangenome_k32.r_0.9.S_none.k_31.d_na.t_index	sars-cov-2_pangenome_k32	0.9	21_cbl	none	31	na	index	12.67	0.59	12.07	99%	382508	0	142688	12.677707
sars-cov-2_pangenome_k32.r_1.0.S_none.k_15.d_na.t_index	sars-cov-2_pangenome_k32	1.0	21_cbl	none	15	na	index	4.80	0.13	4.66	99%	77452	0	41928	4.809755
sars-cov-2_pangenome_k32.r_1.0.S_none.k_17.d_na.t_index	sars-cov-2_pangenome_k32	1.0	21_cbl	none	17	na	index	4.17	0.06	4.10	99%	78156	0	46272	4.180567
sars-cov-2_pangenome_k32.r_1.0.S_none.k_19.d_na.t_index	sars-cov-2_pangenome_k32	1.0	21_cbl	none	19	na	index	4.73	0.12	4.60	99%	84948	0	62768	4.740105
sars-cov-2_pangenome_k32.r_1.0.S_none.k_21.d_na.t_index	sars-cov-2_pangenome_k32	1.0	21_cbl	none	21	na	index	4.14	0.12	4.01	99%	86112	0	68088	4.149401
sars-cov-2_pangenome_k32.r_1.0.S_none.k_23.d_na.t_index	sars-cov-2_pangenome_k32	1.0	21_cbl	none	23	na	index	4.86	0.25	4.60	99%	103396	0	89112	4.872687
sars-cov-2_pangenome_k32.r_1.0.S_none.k_31.d_na.t_index	sars-cov-2_pangenome_k32	1.0	21_cbl	none	31	na	index	6.18	0.51	5.65	99%	445580	0	156256	6.189149
spneumo_pangenome_k32.r_0.01.S_none.k_15.d_na.t_index	spneumo_pangenome_k32	0.01	21_cbl	none	15	na	index	0.05	0.00	0.04	100%	17256	0	1216	0.057496
spneumo_pangenome_k32.r_0.01.S_none.k_17.d_na.t_index	spneumo_pangenome_k32	0.01	21_cbl	none	17	na	index	0.06	0.01	0.05	98%	18840	0	1296	0.070484
spneumo_pangenome_k32.r_0.01.S_none.k_19.d_na.t_index	spneumo_pangenome_k32	0.01	21_cbl	none	19	na	index	0.06	0.01	0.04	100%	18888	0	1496	0.071791
spneumo_pangenome_k32.r_0.01.S_none.k_21.d_na.t_index	spneumo_pangenome_k32	0.01	21_cbl	none	21	na	index	0.07	0.01	0.05	98%	18920	0	1552	0.080369
spneumo_pangenome_k32.r_0.01.S_none.k_23.d_na.t_index	spneumo_pangenome_k32	0.01	21_cbl	none	23	na	index	0.07	0.02	0.05	98%	18956	0	1768	0.084836
spneumo_pangenome_k32.r_0.01.S_none.k_31.d_na.t_index	spneumo_pangenome_k32	0.01	21_cbl	none	31	na	index	0.10	0.01	0.09	99%	19116	0	2344	0.11317
spneumo_pangenome_k32.r_0.1.S_none.k_15.d_na.t_index	spneumo_pangenome_k32	0.1	21_cbl	none	15	na	index	0.50	0.01	0.48	99%	40296	0	9688	0.506102
spneumo_pangenome_k32.r_0.1.S_none.k_17.d_na.t_index	spneumo_pangenome_k32	0.1	21_cbl	none	17	na	index	0.56	0.02	0.53	99%	40520	0	10072	0.563705
spneumo_pangenome_k32.r_0.1.S_none.k_19.d_na.t_index	spneumo_pangenome_k32	0.1	21_cbl	none	19	na	index	0.58	0.02	0.55	99%	40440	0	11688	0.589424
spneumo_pangenome_k32.r_0.1.S_none.k_21.d_na.t_index	spneumo_pangenome_k32	0.1	21_cbl	none	21	na	index	0.63	0.02	0.60	99%	39972	0	11792	0.636956
spneumo_pangenome_k32.r_0.1.S_none.k_23.d_na.t_index	spneumo_pangenome_k32	0.1	21_cbl	none	23	na	index	0.69	0.03	0.66	100%	38704	0	13616	0.698093
spneumo_pangenome_k32.r_0.1.S_none.k_31.d_na.t_index	spneumo_pangenome_k32	0.1	21_cbl	none	31	na	index	0.95	0.03	0.92	99%	38484	0	18104	0.963044
spneumo_pangenome_k32.r_0.2.S_none.k_15.d_na.t_index	spneumo_pangenome_k32	0.2	21_cbl	none	15	na	index	0.98	0.06	0.92	100%	52368	0	16592	0.995007
spneumo_pangenome_k32.r_0.2.S_none.k_17.d_na.t_index	spneumo_pangenome_k32	0.2	21_cbl	none	17	na	index	1.07	0.03	1.03	99%	52316	0	17160	1.07857
spneumo_pangenome_k32.r_0.2.S_none.k_19.d_na.t_index	spneumo_pangenome_k32	0.2	21_cbl	none	19	na	index	1.13	0.04	1.08	99%	51888	0	20256	1.138586
spneumo_pangenome_k32.r_0.2.S_none.k_21.d_na.t_index	spneumo_pangenome_k32	0.2	21_cbl	none	21	na	index	1.19	0.04	1.15	99%	51016	0	20376	1.204937
spneumo_pangenome_k32.r_0.2.S_none.k_23.d_na.t_index	spneumo_pangenome_k32	0.2	21_cbl	none	23	na	index	1.36	0.04	1.31	99%	52392	0	23960	1.365439
spneumo_pangenome_k32.r_0.2.S_none.k_31.d_na.t_index	spneumo_pangenome_k32	0.2	21_cbl	none	31	na	index	2.05	0.13	1.92	99%	50868	0	32976	2.062894
spneumo_pangenome_k32.r_0.3.S_none.k_15.d_na.t_index	spneumo_pangenome_k32	0.3	21_cbl	none	15	na	index	1.48	0.04	1.43	99%	61624	0	22352	1.490314
spneumo_pangenome_k32.r_0.3.S_none.k_17.d_na.t_index	spneumo_pangenome_k32	0.3	21_cbl	none	17	na	index	1.58	0.06	1.52	99%	61380	0	23120	1.590603
spneumo_pangenome_k32.r_0.3.S_none.k_19.d_na.t_index	spneumo_pangenome_k32	0.3	21_cbl	none	19	na	index	1.68	0.06	1.61	99%	61240	0	27752	1.689132
spneumo_pangenome_k32.r_0.3.S_none.k_21.d_na.t_index	spneumo_pangenome_k32	0.3	21_cbl	none	21	na	index	1.79	0.08	1.70	99%	58076	0	27984	1.795788
spneumo_pangenome_k32.r_0.3.S_none.k_23.d_na.t_index	spneumo_pangenome_k32	0.3	21_cbl	none	23	na	index	2.24	0.13	2.10	99%	60788	0	33376	2.252367
spneumo_pangenome_k32.r_0.3.S_none.k_31.d_na.t_index	spneumo_pangenome_k32	0.3	21_cbl	none	31	na	index	2.82	0.07	2.74	99%	63808	0	47136	2.826765
spneumo_pangenome_k32.r_0.4.S_none.k_15.d_na.t_index	spneumo_pangenome_k32	0.4	21_cbl	none	15	na	index	2.23	0.13	2.09	99%	67520	0	27520	2.237421
spneumo_pangenome_k32.r_0.4.S_none.k_17.d_na.t_index	spneumo_pangenome_k32	0.4	21_cbl	none	17	na	index	2.25	0.15	2.10	99%	67264	0	28520	2.264536
spneumo_pangenome_k32.r_0.4.S_none.k_19.d_na.t_index	spneumo_pangenome_k32	0.4	21_cbl	none	19	na	index	2.55	0.11	2.43	99%	65336	0	34744	2.559377
spneumo_pangenome_k32.r_0.4.S_none.k_21.d_na.t_index	spneumo_pangenome_k32	0.4	21_cbl	none	21	na	index	2.35	0.11	2.23	99%	64356	0	35136	2.365236
spneumo_pangenome_k32.r_0.4.S_none.k_23.d_na.t_index	spneumo_pangenome_k32	0.4	21_cbl	none	23	na	index	2.60	0.11	2.48	99%	68408	0	42360	2.61007
spneumo_pangenome_k32.r_0.4.S_none.k_31.d_na.t_index	spneumo_pangenome_k32	0.4	21_cbl	none	31	na	index	4.00	0.19	3.81	99%	71920	0	60992	4.012722
spneumo_pangenome_k32.r_0.5.S_none.k_15.d_na.t_index	spneumo_pangenome_k32	0.5	21_cbl	none	15	na	index	2.38	0.09	2.29	99%	72552	0	32336	2.391044
spneumo_pangenome_k32.r_0.5.S_none.k_17.d_na.t_index	spneumo_pangenome_k32	0.5	21_cbl	none	17	na	index	3.19	0.12	3.06	99%	72220	0	33592	3.196984
spneumo_pangenome_k32.r_0.5.S_none.k_19.d_na.t_index	spneumo_pangenome_k32	0.5	21_cbl	none	19	na	index	2.85	0.11	2.73	99%	70420	0	41440	2.861978
spneumo_pangenome_k32.r_0.5.S_none.k_21.d_na.t_index	spneumo_pangenome_k32	0.5	21_cbl	none	21	na	index	3.46	0.14	3.30	99%	68292	0	42032	3.465209
spneumo_pangenome_k32.r_0.5.S_none.k_23.d_na.t_index	spneumo_pangenome_k32	0.5	21_cbl	none	23	na	index	3.30	0.09	3.20	99%	74000	0	51112	3.311085
spneumo_pangenome_k32.r_0.5.S_none.k_31.d_na.t_index	spneumo_pangenome_k32	0.5	21_cbl	none	31	na	index	5.22	0.17	5.04	99%	83772	0	74672	5.229052
spneumo_pangenome_k32.r_0.6.S_none.k_15.d_na.t_index	spneumo_pangenome_k32	0.6	21_cbl	none	15	na	index	2.89	0.11	2.78	99%	75056	0	36936	2.904378
spneumo_pangenome_k32.r_0.6.S_none.k_17.d_na.t_index	spneumo_pangenome_k32	0.6	21_cbl	none	17	na	index	3.39	0.09	3.29	99%	74408	0	38456	3.40171
spneumo_pangenome_k32.r_0.6.S_none.k_19.d_na.t_index	spneumo_pangenome_k32	0.6	21_cbl	none	19	na	index	3.95	0.15	3.79	99%	76824	0	47944	3.956337
spneumo_pangenome_k32.r_0.6.S_none.k_21.d_na.t_index	spneumo_pangenome_k32	0.6	21_cbl	none	21	na	index	3.57	0.07	3.49	99%	74096	0	48768	3.576055
spneumo_pangenome_k32.r_0.6.S_none.k_23.d_na.t_index	spneumo_pangenome_k32	0.6	21_cbl	none	23	na	index	3.84	0.09	3.74	99%	81520	0	59704	3.852712
spneumo_pangenome_k32.r_0.6.S_none.k_31.d_na.t_index	spneumo_pangenome_k32	0.6	21_cbl	none	31	na	index	6.46	0.17	6.28	99%	93156	0	88248	6.468003
spneumo_pangenome_k32.r_0.7.S_none.k_15.d_na.t_index	spneumo_pangenome_k32	0.7	21_cbl	none	15	na	index	3.36	0.12	3.24	99%	78324	0	41376	3.374623
spneumo_pangenome_k32.r_0.7.S_none.k_17.d_na.t_index	spneumo_pangenome_k32	0.7	21_cbl	none	17	na	index	3.68	0.07	3.60	99%	77628	0	43176	3.690301
spneumo_pangenome_k32.r_0.7.S_none.k_19.d_na.t_index	spneumo_pangenome_k32	0.7	21_cbl	none	19	na	index	3.78	0.09	3.69	99%	80360	0	54328	3.795001
spneumo_pangenome_k32.r_0.7.S_none.k_21.d_na.t_index	spneumo_pangenome_k32	0.7	21_cbl	none	21	na	index	4.20	0.11	4.08	99%	77940	0	55392	4.208498
spneumo_pangenome_k32.r_0.7.S_none.k_23.d_na.t_index	spneumo_pangenome_k32	0.7	21_cbl	none	23	na	index	4.81	0.17	4.64	99%	86888	0	68200	4.820699
spneumo_pangenome_k32.r_0.7.S_none.k_31.d_na.t_index	spneumo_pangenome_k32	0.7	21_cbl	none	31	na	index	7.17	0.21	6.96	99%	102540	0	101736	7.183148
spneumo_pangenome_k32.r_0.8.S_none.k_15.d_na.t_index	spneumo_pangenome_k32	0.8	21_cbl	none	15	na	index	4.45	0.18	4.26	99%	81424	0	45720	4.458456
spneumo_pangenome_k32.r_0.8.S_none.k_17.d_na.t_index	spneumo_pangenome_k32	0.8	21_cbl	none	17	na	index	4.01	0.10	3.90	99%	80908	0	47808	4.024301
spneumo_pangenome_k32.r_0.8.S_none.k_19.d_na.t_index	spneumo_pangenome_k32	0.8	21_cbl	none	19	na	index	5.52	0.26	5.25	99%	84116	0	60632	5.533381
spneumo_pangenome_k32.r_0.8.S_none.k_21.d_na.t_index	spneumo_pangenome_k32	0.8	21_cbl	none	21	na	index	4.98	0.17	4.81	99%	83720	0	61936	4.993679
spneumo_pangenome_k32.r_0.8.S_none.k_23.d_na.t_index	spneumo_pangenome_k32	0.8	21_cbl	none	23	na	index	5.66	0.17	5.48	99%	92324	0	76616	5.673691
spneumo_pangenome_k32.r_0.8.S_none.k_31.d_na.t_index	spneumo_pangenome_k32	0.8	21_cbl	none	31	na	index	8.36	0.30	8.05	99%	111932	0	115168	8.367343
spneumo_pangenome_k32.r_0.9.S_none.k_15.d_na.t_index	spneumo_pangenome_k32	0.9	21_cbl	none	15	na	index	4.13	0.15	3.98	99%	86092	0	49976	4.141997
spneumo_pangenome_k32.r_0.9.S_none.k_17.d_na.t_index	spneumo_pangenome_k32	0.9	21_cbl	none	17	na	index	5.70	0.23	5.46	99%	84080	0	52352	5.710096
spneumo_pangenome_k32.r_0.9.S_none.k_19.d_na.t_index	spneumo_pangenome_k32	0.9	21_cbl	none	19	na	index	4.92	0.12	4.79	99%	87992	0	66856	4.924573
spneumo_pangenome_k32.r_0.9.S_none.k_21.d_na.t_index	spneumo_pangenome_k32	0.9	21_cbl	none	21	na	index	5.56	0.16	5.39	99%	87548	0	68416	5.564767
spneumo_pangenome_k32.r_0.9.S_none.k_23.d_na.t_index	spneumo_pangenome_k32	0.9	21_cbl	none	23	na	index	6.32	0.28	6.02	99%	97624	0	84984	6.332133
