pref	genome	rate	prog	S_alg	k	d	qType	real(s)	sys(s)	user(s)	percent_CPU	max_RAM(kb)	FS_inputs	FS_outputs	elapsed_time_alt(s)
escherichia_coli.k32.r_0.01.S_local.k_17.d_5.t_0	escherichia_coli.k32	0.01	32_FMSIv02_query	local	17	5	0	2.57	0.01	2.55	99%	8940	10128	0	2.582847
escherichia_coli.k32.r_0.01.S_local.k_17.d_5.t_Neg	escherichia_coli.k32	0.01	32_FMSIv02_query	local	17	5	Neg	2.17	0.01	2.16	99%	8940	0	0	2.182757
escherichia_coli.k32.r_0.01.S_local.k_17.d_5.t_Pos	escherichia_coli.k32	0.01	32_FMSIv02_query	local	17	5	Pos	1.82	0.01	1.79	99%	8940	0	0	1.823559
escherichia_coli.k32.r_0.01.S_global.k_19.d_na.t_0	escherichia_coli.k32	0.01	32_FMSIv02_query	global	19	na	0	2.27	0.02	2.25	99%	7096	0	0	2.281677
escherichia_coli.k32.r_0.01.S_global.k_19.d_na.t_Neg	escherichia_coli.k32	0.01	32_FMSIv02_query	global	19	na	Neg	2.48	0.01	2.47	99%	7320	0	0	2.493001
escherichia_coli.k32.r_0.01.S_global.k_19.d_na.t_Pos	escherichia_coli.k32	0.01	32_FMSIv02_query	global	19	na	Pos	2.64	0.01	2.63	99%	7096	0	0	2.649951
escherichia_coli.k32.r_0.01.S_local.k_19.d_1.t_0	escherichia_coli.k32	0.01	32_FMSIv02_query	local	19	1	0	2.56	0.01	2.54	99%	11240	14416	0	2.567707
escherichia_coli.k32.r_0.01.S_local.k_19.d_1.t_Neg	escherichia_coli.k32	0.01	32_FMSIv02_query	local	19	1	Neg	2.39	0.00	2.38	99%	11240	0	0	2.40467
escherichia_coli.k32.r_0.01.S_local.k_19.d_1.t_Pos	escherichia_coli.k32	0.01	32_FMSIv02_query	local	19	1	Pos	1.97	0.02	1.94	99%	11240	36536	0	1.979407
escherichia_coli.k32.r_0.01.S_local.k_19.d_2.t_0	escherichia_coli.k32	0.01	32_FMSIv02_query	local	19	2	0	2.70	0.02	2.67	99%	11176	14288	0	2.709017
escherichia_coli.k32.r_0.01.S_local.k_19.d_2.t_Neg	escherichia_coli.k32	0.01	32_FMSIv02_query	local	19	2	Neg	2.79	0.01	2.77	99%	11176	0	0	2.807205
escherichia_coli.k32.r_0.01.S_local.k_19.d_2.t_Pos	escherichia_coli.k32	0.01	32_FMSIv02_query	local	19	2	Pos	1.97	0.01	1.95	99%	11176	0	0	1.97963
escherichia_coli.k32.r_0.01.S_local.k_19.d_3.t_0	escherichia_coli.k32	0.01	32_FMSIv02_query	local	19	3	0	2.41	0.00	2.40	99%	11104	14152	0	2.424949
escherichia_coli.k32.r_0.01.S_local.k_19.d_3.t_Neg	escherichia_coli.k32	0.01	32_FMSIv02_query	local	19	3	Neg	2.80	0.01	2.79	99%	11104	0	0	2.815109
escherichia_coli.k32.r_0.01.S_local.k_19.d_3.t_Pos	escherichia_coli.k32	0.01	32_FMSIv02_query	local	19	3	Pos	2.59	0.01	2.57	99%	11104	0	0	2.604743
escherichia_coli.k32.r_0.01.S_local.k_19.d_4.t_0	escherichia_coli.k32	0.01	32_FMSIv02_query	local	19	4	0	2.96	0.01	2.94	99%	11012	13984	0	2.967786
escherichia_coli.k32.r_0.01.S_local.k_19.d_4.t_Neg	escherichia_coli.k32	0.01	32_FMSIv02_query	local	19	4	Neg	3.20	0.01	3.17	99%	11012	0	0	3.208605
escherichia_coli.k32.r_0.01.S_local.k_19.d_4.t_Pos	escherichia_coli.k32	0.01	32_FMSIv02_query	local	19	4	Pos	2.12	0.01	2.10	99%	11012	0	0	2.12785
escherichia_coli.k32.r_0.01.S_local.k_19.d_5.t_0	escherichia_coli.k32	0.01	32_FMSIv02_query	local	19	5	0	3.00	0.03	2.96	99%	10860	13696	0	3.013433
escherichia_coli.k32.r_0.01.S_local.k_19.d_5.t_Neg	escherichia_coli.k32	0.01	32_FMSIv02_query	local	19	5	Neg	3.28	0.02	3.25	99%	10860	0	0	3.292149
escherichia_coli.k32.r_0.01.S_local.k_19.d_5.t_Pos	escherichia_coli.k32	0.01	32_FMSIv02_query	local	19	5	Pos	2.77	0.01	2.75	99%	10860	0	0	2.782287
escherichia_coli.k32.r_0.01.S_global.k_21.d_na.t_0	escherichia_coli.k32	0.01	32_FMSIv02_query	global	21	na	0	2.62	0.02	2.59	99%	8192	8656	0	2.630443
escherichia_coli.k32.r_0.01.S_global.k_21.d_na.t_Neg	escherichia_coli.k32	0.01	32_FMSIv02_query	global	21	na	Neg	2.33	0.02	2.31	99%	8148	0	0	2.344963
escherichia_coli.k32.r_0.01.S_global.k_21.d_na.t_Pos	escherichia_coli.k32	0.01	32_FMSIv02_query	global	21	na	Pos	2.81	0.02	2.78	99%	8192	0	0	2.817046
escherichia_coli.k32.r_0.01.S_local.k_21.d_1.t_0	escherichia_coli.k32	0.01	32_FMSIv02_query	local	21	1	0	2.99	0.01	2.97	99%	12304	16472	0	2.995988
escherichia_coli.k32.r_0.01.S_local.k_21.d_1.t_Neg	escherichia_coli.k32	0.01	32_FMSIv02_query	local	21	1	Neg	2.65	0.02	2.62	99%	12304	0	0	2.657576
escherichia_coli.k32.r_0.01.S_local.k_21.d_1.t_Pos	escherichia_coli.k32	0.01	32_FMSIv02_query	local	21	1	Pos	2.74	0.04	2.69	99%	12328	42976	0	2.750885
escherichia_coli.k32.r_0.01.S_local.k_21.d_2.t_0	escherichia_coli.k32	0.01	32_FMSIv02_query	local	21	2	0	4.20	0.04	4.14	99%	12252	16328	0	4.211313
escherichia_coli.k32.r_0.01.S_local.k_21.d_2.t_Neg	escherichia_coli.k32	0.01	32_FMSIv02_query	local	21	2	Neg	2.46	0.01	2.44	99%	12040	0	0	2.468317
escherichia_coli.k32.r_0.01.S_local.k_21.d_2.t_Pos	escherichia_coli.k32	0.01	32_FMSIv02_query	local	21	2	Pos	2.79	0.00	2.78	99%	12040	0	0	2.803593
escherichia_coli.k32.r_0.01.S_local.k_21.d_3.t_0	escherichia_coli.k32	0.01	32_FMSIv02_query	local	21	3	0	2.83	0.01	2.80	99%	12044	16192	0	2.839074
escherichia_coli.k32.r_0.01.S_local.k_21.d_3.t_Neg	escherichia_coli.k32	0.01	32_FMSIv02_query	local	21	3	Neg	2.84	0.01	2.82	99%	12044	0	0	2.849636
escherichia_coli.k32.r_0.01.S_local.k_21.d_3.t_Pos	escherichia_coli.k32	0.01	32_FMSIv02_query	local	21	3	Pos	2.57	0.02	2.54	99%	12044	0	0	2.578084
escherichia_coli.k32.r_0.01.S_local.k_21.d_4.t_0	escherichia_coli.k32	0.01	32_FMSIv02_query	local	21	4	0	3.12	0.01	3.09	99%	12108	16048	0	3.127307
escherichia_coli.k32.r_0.01.S_local.k_21.d_4.t_Neg	escherichia_coli.k32	0.01	32_FMSIv02_query	local	21	4	Neg	2.55	0.00	2.54	99%	12044	0	0	2.566619
escherichia_coli.k32.r_0.01.S_local.k_21.d_4.t_Pos	escherichia_coli.k32	0.01	32_FMSIv02_query	local	21	4	Pos	2.92	0.03	2.88	99%	12108	0	0	2.93111
escherichia_coli.k32.r_0.01.S_local.k_21.d_5.t_0	escherichia_coli.k32	0.01	32_FMSIv02_query	local	21	5	0	3.26	0.02	3.23	99%	11780	15904	0	3.273208
escherichia_coli.k32.r_0.01.S_local.k_21.d_5.t_Neg	escherichia_coli.k32	0.01	32_FMSIv02_query	local	21	5	Neg	2.63	0.01	2.60	99%	12028	0	0	2.637962
escherichia_coli.k32.r_0.01.S_local.k_21.d_5.t_Pos	escherichia_coli.k32	0.01	32_FMSIv02_query	local	21	5	Pos	2.13	0.00	2.12	99%	11780	0	0	2.139339
escherichia_coli.k32.r_0.01.S_global.k_23.d_na.t_0	escherichia_coli.k32	0.01	32_FMSIv02_query	global	23	na	0	2.61	0.02	2.58	99%	8940	10336	0	2.618819
escherichia_coli.k32.r_0.01.S_global.k_23.d_na.t_Neg	escherichia_coli.k32	0.01	32_FMSIv02_query	global	23	na	Neg	2.55	0.01	2.53	99%	8940	0	0	2.563565
escherichia_coli.k32.r_0.01.S_global.k_23.d_na.t_Pos	escherichia_coli.k32	0.01	32_FMSIv02_query	global	23	na	Pos	2.81	0.02	2.78	99%	8940	0	0	2.819348
escherichia_coli.k32.r_0.01.S_local.k_23.d_1.t_0	escherichia_coli.k32	0.01	32_FMSIv02_query	local	23	1	0	3.88	0.02	3.84	99%	13360	18584	0	3.890367
escherichia_coli.k32.r_0.01.S_local.k_23.d_1.t_Neg	escherichia_coli.k32	0.01	32_FMSIv02_query	local	23	1	Neg	3.50	0.01	3.48	99%	13448	0	0	3.51054
escherichia_coli.k32.r_0.01.S_local.k_23.d_1.t_Pos	escherichia_coli.k32	0.01	32_FMSIv02_query	local	23	1	Pos	3.31	0.03	3.27	99%	13360	18752	0	3.317858
escherichia_coli.k32.r_0.01.S_local.k_23.d_2.t_0	escherichia_coli.k32	0.01	32_FMSIv02_query	local	23	2	0	3.23	0.03	3.19	99%	13356	18424	0	3.245137
escherichia_coli.k32.r_0.01.S_local.k_23.d_2.t_Neg	escherichia_coli.k32	0.01	32_FMSIv02_query	local	23	2	Neg	3.03	0.03	2.99	99%	13356	0	0	3.039347
escherichia_coli.k32.r_0.01.S_local.k_23.d_2.t_Pos	escherichia_coli.k32	0.01	32_FMSIv02_query	local	23	2	Pos	3.34	0.01	3.32	99%	13096	0	0	3.345898
escherichia_coli.k32.r_0.01.S_local.k_23.d_3.t_0	escherichia_coli.k32	0.01	32_FMSIv02_query	local	23	3	0	3.10	0.03	3.06	99%	13096	18264	0	3.110184
escherichia_coli.k32.r_0.01.S_local.k_23.d_3.t_Neg	escherichia_coli.k32	0.01	32_FMSIv02_query	local	23	3	Neg	3.38	0.01	3.36	99%	13096	0	0	3.392131
escherichia_coli.k32.r_0.01.S_local.k_23.d_3.t_Pos	escherichia_coli.k32	0.01	32_FMSIv02_query	local	23	3	Pos	3.84	0.02	3.81	99%	13096	0	0	3.851868
escherichia_coli.k32.r_0.01.S_local.k_23.d_4.t_0	escherichia_coli.k32	0.01	32_FMSIv02_query	local	23	4	0	3.02	0.03	2.98	99%	13096	18104	0	3.025071
escherichia_coli.k32.r_0.01.S_local.k_23.d_4.t_Neg	escherichia_coli.k32	0.01	32_FMSIv02_query	local	23	4	Neg	2.83	0.03	2.79	99%	13096	0	0	2.842289
escherichia_coli.k32.r_0.01.S_local.k_23.d_4.t_Pos	escherichia_coli.k32	0.01	32_FMSIv02_query	local	23	4	Pos	2.58	0.02	2.55	99%	13096	0	0	2.589499
escherichia_coli.k32.r_0.01.S_local.k_23.d_5.t_0	escherichia_coli.k32	0.01	32_FMSIv02_query	local	23	5	0	3.40	0.02	3.36	99%	13096	17952	0	3.411162
escherichia_coli.k32.r_0.01.S_local.k_23.d_5.t_Neg	escherichia_coli.k32	0.01	32_FMSIv02_query	local	23	5	Neg	2.84	0.01	2.82	99%	13096	0	0	2.848978
escherichia_coli.k32.r_0.01.S_local.k_23.d_5.t_Pos	escherichia_coli.k32	0.01	32_FMSIv02_query	local	23	5	Pos	2.59	0.01	2.57	99%	13116	0	0	2.600038
escherichia_coli.k32.r_0.01.S_global.k_31.d_na.t_0	escherichia_coli.k32	0.01	32_FMSIv02_query	global	31	na	0	3.93	0.02	3.90	99%	12568	17384	0	3.941114
escherichia_coli.k32.r_0.01.S_global.k_31.d_na.t_Neg	escherichia_coli.k32	0.01	32_FMSIv02_query	global	31	na	Neg	2.70	0.01	2.69	99%	12568	0	0	2.716048
escherichia_coli.k32.r_0.01.S_global.k_31.d_na.t_Pos	escherichia_coli.k32	0.01	32_FMSIv02_query	global	31	na	Pos	5.21	0.05	5.14	99%	12800	0	0	5.218494
escherichia_coli.k32.r_0.01.S_local.k_31.d_1.t_0	escherichia_coli.k32	0.01	32_FMSIv02_query	local	31	1	0	3.70	0.02	3.66	99%	18316	31400	0	3.71146
escherichia_coli.k32.r_0.01.S_local.k_31.d_1.t_Neg	escherichia_coli.k32	0.01	32_FMSIv02_query	local	31	1	Neg	3.26	0.01	3.24	99%	18316	3328	0	3.278036
escherichia_coli.k32.r_0.01.S_local.k_31.d_1.t_Pos	escherichia_coli.k32	0.01	32_FMSIv02_query	local	31	1	Pos	5.79	0.04	5.73	99%	18328	62504	0	5.796163
escherichia_coli.k32.r_0.01.S_local.k_31.d_2.t_0	escherichia_coli.k32	0.01	32_FMSIv02_query	local	31	2	0	5.00	0.03	4.96	99%	18180	27560	0	5.010438
escherichia_coli.k32.r_0.01.S_local.k_31.d_2.t_Neg	escherichia_coli.k32	0.01	32_FMSIv02_query	local	31	2	Neg	4.62	0.02	4.59	99%	18192	0	0	4.63541
escherichia_coli.k32.r_0.01.S_local.k_31.d_2.t_Pos	escherichia_coli.k32	0.01	32_FMSIv02_query	local	31	2	Pos	8.65	0.04	8.60	99%	18192	0	0	8.663955
escherichia_coli.k32.r_0.01.S_local.k_31.d_3.t_0	escherichia_coli.k32	0.01	32_FMSIv02_query	local	31	3	0	7.07	0.05	6.99	99%	18068	27320	0	7.074472
escherichia_coli.k32.r_0.01.S_local.k_31.d_3.t_Neg	escherichia_coli.k32	0.01	32_FMSIv02_query	local	31	3	Neg	2.47	0.01	2.45	99%	18056	0	0	2.486558
escherichia_coli.k32.r_0.01.S_local.k_31.d_3.t_Pos	escherichia_coli.k32	0.01	32_FMSIv02_query	local	31	3	Pos	4.29	0.03	4.25	99%	18068	0	0	4.298491
escherichia_coli.k32.r_0.01.S_local.k_31.d_4.t_0	escherichia_coli.k32	0.01	32_FMSIv02_query	local	31	4	0	2.84	0.02	2.80	99%	17924	27080	0	2.848336
escherichia_coli.k32.r_0.01.S_local.k_31.d_4.t_Neg	escherichia_coli.k32	0.01	32_FMSIv02_query	local	31	4	Neg	2.48	0.03	2.44	99%	17932	0	0	2.492575
escherichia_coli.k32.r_0.01.S_local.k_31.d_4.t_Pos	escherichia_coli.k32	0.01	32_FMSIv02_query	local	31	4	Pos	3.09	0.04	3.04	99%	17932	0	0	3.102335
escherichia_coli.k32.r_0.01.S_local.k_31.d_5.t_0	escherichia_coli.k32	0.01	32_FMSIv02_query	local	31	5	0	2.82	0.02	2.79	99%	17808	26848	0	2.83044
escherichia_coli.k32.r_0.01.S_local.k_31.d_5.t_Neg	escherichia_coli.k32	0.01	32_FMSIv02_query	local	31	5	Neg	2.58	0.02	2.55	99%	17808	0	0	2.590752
escherichia_coli.k32.r_0.01.S_local.k_31.d_5.t_Pos	escherichia_coli.k32	0.01	32_FMSIv02_query	local	31	5	Pos	7.29	0.03	7.25	99%	17808	0	0	7.304582
escherichia_coli.k32.r_0.1.S_global.k_15.d_na.t_0	escherichia_coli.k32	0.1	32_FMSIv02_query	global	15	na	0	2.95	0.02	2.92	99%	14876	21680	0	2.962714
escherichia_coli.k32.r_0.1.S_global.k_15.d_na.t_Neg	escherichia_coli.k32	0.1	32_FMSIv02_query	global	15	na	Neg	2.75	0.00	2.74	99%	14876	0	0	2.764291
escherichia_coli.k32.r_0.1.S_global.k_15.d_na.t_Pos	escherichia_coli.k32	0.1	32_FMSIv02_query	global	15	na	Pos	3.61	0.01	3.58	99%	14876	0	0	3.616245
escherichia_coli.k32.r_0.1.S_local.k_15.d_1.t_0	escherichia_coli.k32	0.1	32_FMSIv02_query	local	15	1	0	6.82	0.09	6.71	99%	43040	74944	0	6.82897
escherichia_coli.k32.r_0.1.S_local.k_15.d_1.t_Neg	escherichia_coli.k32	0.1	32_FMSIv02_query	local	15	1	Neg	5.42	0.04	5.37	99%	42900	0	0	5.43325
escherichia_coli.k32.r_0.1.S_local.k_15.d_1.t_Pos	escherichia_coli.k32	0.1	32_FMSIv02_query	local	15	1	Pos	4.23	0.07	4.15	99%	43040	31256	0	4.240622
escherichia_coli.k32.r_0.1.S_local.k_15.d_2.t_0	escherichia_coli.k32	0.1	32_FMSIv02_query	local	15	2	0	5.44	0.04	5.37	99%	34272	58352	0	5.445985
escherichia_coli.k32.r_0.1.S_local.k_15.d_2.t_Neg	escherichia_coli.k32	0.1	32_FMSIv02_query	local	15	2	Neg	5.37	0.02	5.34	99%	34132	0	0	5.381617
escherichia_coli.k32.r_0.1.S_local.k_15.d_2.t_Pos	escherichia_coli.k32	0.1	32_FMSIv02_query	local	15	2	Pos	4.35	0.03	4.31	99%	34272	0	0	4.362733
escherichia_coli.k32.r_0.1.S_local.k_15.d_3.t_0	escherichia_coli.k32	0.1	32_FMSIv02_query	local	15	3	0	4.43	0.04	4.37	99%	25236	41240	0	4.438056
escherichia_coli.k32.r_0.1.S_local.k_15.d_3.t_Neg	escherichia_coli.k32	0.1	32_FMSIv02_query	local	15	3	Neg	3.58	0.01	3.56	99%	25164	0	0	3.590272
escherichia_coli.k32.r_0.1.S_local.k_15.d_3.t_Pos	escherichia_coli.k32	0.1	32_FMSIv02_query	local	15	3	Pos	3.74	0.02	3.70	99%	25164	0	0	3.75035
escherichia_coli.k32.r_0.1.S_local.k_15.d_4.t_0	escherichia_coli.k32	0.1	32_FMSIv02_query	local	15	4	0	4.89	0.05	4.82	99%	19580	30496	0	4.903434
escherichia_coli.k32.r_0.1.S_local.k_15.d_4.t_Neg	escherichia_coli.k32	0.1	32_FMSIv02_query	local	15	4	Neg	4.35	0.03	4.31	99%	19580	0	0	4.359713
escherichia_coli.k32.r_0.1.S_local.k_15.d_4.t_Pos	escherichia_coli.k32	0.1	32_FMSIv02_query	local	15	4	Pos	3.17	0.01	3.14	99%	19568	0	0	3.177684
escherichia_coli.k32.r_0.1.S_local.k_15.d_5.t_0	escherichia_coli.k32	0.1	32_FMSIv02_query	local	15	5	0	3.61	0.02	3.58	99%	17184	26144	0	3.622103
escherichia_coli.k32.r_0.1.S_local.k_15.d_5.t_Neg	escherichia_coli.k32	0.1	32_FMSIv02_query	local	15	5	Neg	2.93	0.01	2.91	99%	17184	0	0	2.946019
escherichia_coli.k32.r_0.1.S_local.k_15.d_5.t_Pos	escherichia_coli.k32	0.1	32_FMSIv02_query	local	15	5	Pos	2.93	0.00	2.92	99%	17184	0	0	2.943783
escherichia_coli.k32.r_0.1.S_global.k_17.d_na.t_0	escherichia_coli.k32	0.1	32_FMSIv02_query	global	17	na	0	3.86	0.04	3.80	99%	22692	36560	0	3.867453
escherichia_coli.k32.r_0.1.S_global.k_17.d_na.t_Neg	escherichia_coli.k32	0.1	32_FMSIv02_query	global	17	na	Neg	3.48	0.03	3.44	99%	22732	0	0	3.488344
escherichia_coli.k32.r_0.1.S_global.k_17.d_na.t_Pos	escherichia_coli.k32	0.1	32_FMSIv02_query	global	17	na	Pos	4.64	0.03	4.60	99%	22732	0	0	4.649183
escherichia_coli.k32.r_0.1.S_local.k_17.d_1.t_0	escherichia_coli.k32	0.1	32_FMSIv02_query	local	17	1	0	7.32	0.04	7.25	99%	62468	55120	0	7.333365
escherichia_coli.k32.r_0.1.S_local.k_17.d_1.t_Neg	escherichia_coli.k32	0.1	32_FMSIv02_query	local	17	1	Neg	6.83	0.03	6.79	99%	62468	0	0	6.839222
escherichia_coli.k32.r_0.1.S_local.k_17.d_1.t_Pos	escherichia_coli.k32	0.1	32_FMSIv02_query	local	17	1	Pos	5.51	0.03	5.46	99%	62468	0	0	5.515279
escherichia_coli.k32.r_0.1.S_local.k_17.d_2.t_0	escherichia_coli.k32	0.1	32_FMSIv02_query	local	17	2	0	7.77	0.07	7.66	99%	56284	100112	0	7.775943
escherichia_coli.k32.r_0.1.S_local.k_17.d_2.t_Neg	escherichia_coli.k32	0.1	32_FMSIv02_query	local	17	2	Neg	5.94	0.02	5.90	99%	56284	0	0	5.95532
escherichia_coli.k32.r_0.1.S_local.k_17.d_2.t_Pos	escherichia_coli.k32	0.1	32_FMSIv02_query	local	17	2	Pos	5.47	0.07	5.39	99%	56284	0	0	5.481173
escherichia_coli.k32.r_0.1.S_local.k_17.d_3.t_0	escherichia_coli.k32	0.1	32_FMSIv02_query	local	17	3	0	7.39	0.04	7.32	99%	49144	86624	0	7.406118
escherichia_coli.k32.r_0.1.S_local.k_17.d_3.t_Neg	escherichia_coli.k32	0.1	32_FMSIv02_query	local	17	3	Neg	4.82	0.04	4.77	99%	49144	0	0	4.830853
escherichia_coli.k32.r_0.1.S_local.k_17.d_3.t_Pos	escherichia_coli.k32	0.1	32_FMSIv02_query	local	17	3	Pos	4.42	0.03	4.39	99%	49144	0	0	4.430285
escherichia_coli.k32.r_0.1.S_local.k_17.d_4.t_0	escherichia_coli.k32	0.1	32_FMSIv02_query	local	17	4	0	7.54	0.05	7.45	99%	40748	70744	0	7.545402
escherichia_coli.k32.r_0.1.S_local.k_17.d_4.t_Neg	escherichia_coli.k32	0.1	32_FMSIv02_query	local	17	4	Neg	5.41	0.03	5.37	99%	40748	0	0	5.42256
escherichia_coli.k32.r_0.1.S_local.k_17.d_4.t_Pos	escherichia_coli.k32	0.1	32_FMSIv02_query	local	17	4	Pos	5.27	0.05	5.21	99%	40748	0	0	5.276295
escherichia_coli.k32.r_0.1.S_local.k_17.d_5.t_0	escherichia_coli.k32	0.1	32_FMSIv02_query	local	17	5	0	6.57	0.06	6.49	99%	32796	55656	0	6.58013
