pref	genome	rate	prog	S_alg	k	d	qType	real(s)	sys(s)	user(s)	percent_CPU	max_RAM(kb)	FS_inputs	FS_outputs	elapsed_time_alt(s)
sars-cov-2_pangenome_k32.r_0.4.S_prophasm.k_19.d_na.t_Pos	sars-cov-2_pangenome_k32	0.4	08_prophex_query	prophasm	19	na	Pos	1.55	0.13	1.41	99%	194628	5256	0	1.555438
sars-cov-2_pangenome_k32.r_0.4.S_prophasm.k_21.d_na.t_0	sars-cov-2_pangenome_k32	0.4	08_prophex_query	prophasm	21	na	0	1.70	0.24	1.44	99%	221536	213192	0	1.706428
sars-cov-2_pangenome_k32.r_0.4.S_prophasm.k_21.d_na.t_Neg	sars-cov-2_pangenome_k32	0.4	08_prophex_query	prophasm	21	na	Neg	0.86	0.13	0.73	99%	226488	0	0	0.874513
sars-cov-2_pangenome_k32.r_0.4.S_prophasm.k_21.d_na.t_Pos	sars-cov-2_pangenome_k32	0.4	08_prophex_query	prophasm	21	na	Pos	2.07	0.18	1.89	99%	221536	5648	0	2.083402
sars-cov-2_pangenome_k32.r_0.4.S_prophasm.k_23.d_na.t_0	sars-cov-2_pangenome_k32	0.4	08_prophex_query	prophasm	23	na	0	1.68	0.26	1.41	99%	250860	248432	0	1.687991
sars-cov-2_pangenome_k32.r_0.4.S_prophasm.k_23.d_na.t_Neg	sars-cov-2_pangenome_k32	0.4	08_prophex_query	prophasm	23	na	Neg	0.95	0.08	0.86	99%	252492	0	0	0.957031
sars-cov-2_pangenome_k32.r_0.4.S_prophasm.k_23.d_na.t_Pos	sars-cov-2_pangenome_k32	0.4	08_prophex_query	prophasm	23	na	Pos	1.61	0.12	1.48	99%	252492	6040	0	1.621168
sars-cov-2_pangenome_k32.r_0.4.S_prophasm.k_31.d_na.t_0	sars-cov-2_pangenome_k32	0.4	08_prophex_query	prophasm	31	na	0	2.15	0.27	1.83	97%	378524	395144	0	2.157784
sars-cov-2_pangenome_k32.r_0.4.S_prophasm.k_31.d_na.t_Neg	sars-cov-2_pangenome_k32	0.4	08_prophex_query	prophasm	31	na	Neg	1.48	0.32	1.15	99%	377544	8	0	1.49076
sars-cov-2_pangenome_k32.r_0.4.S_prophasm.k_31.d_na.t_Pos	sars-cov-2_pangenome_k32	0.4	08_prophex_query	prophasm	31	na	Pos	2.84	0.18	2.62	98%	383020	416472	0	2.856031
sars-cov-2_pangenome_k32.r_0.5.S_prophasm.k_15.d_na.t_0	sars-cov-2_pangenome_k32	0.5	08_prophex_query	prophasm	15	na	0	1.13	0.13	0.95	96%	148284	89264	0	1.140306
sars-cov-2_pangenome_k32.r_0.5.S_prophasm.k_15.d_na.t_Neg	sars-cov-2_pangenome_k32	0.5	08_prophex_query	prophasm	15	na	Neg	0.65	0.08	0.56	99%	151500	4472	0	0.655682
sars-cov-2_pangenome_k32.r_0.5.S_prophasm.k_15.d_na.t_Pos	sars-cov-2_pangenome_k32	0.5	08_prophex_query	prophasm	15	na	Pos	1.14	0.06	1.07	99%	149992	4472	0	1.148806
sars-cov-2_pangenome_k32.r_0.5.S_prophasm.k_17.d_na.t_0	sars-cov-2_pangenome_k32	0.5	08_prophex_query	prophasm	17	na	0	1.14	0.10	1.02	99%	179356	158584	0	1.146712
sars-cov-2_pangenome_k32.r_0.5.S_prophasm.k_17.d_na.t_Neg	sars-cov-2_pangenome_k32	0.5	08_prophex_query	prophasm	17	na	Neg	0.75	0.07	0.67	99%	179384	4864	0	0.755208
sars-cov-2_pangenome_k32.r_0.5.S_prophasm.k_17.d_na.t_Pos	sars-cov-2_pangenome_k32	0.5	08_prophex_query	prophasm	17	na	Pos	1.48	0.07	1.41	99%	179380	4864	0	1.491452
sars-cov-2_pangenome_k32.r_0.5.S_prophasm.k_19.d_na.t_0	sars-cov-2_pangenome_k32	0.5	08_prophex_query	prophasm	19	na	0	1.35	0.15	1.19	99%	204156	190976	0	1.359547
sars-cov-2_pangenome_k32.r_0.5.S_prophasm.k_19.d_na.t_Neg	sars-cov-2_pangenome_k32	0.5	08_prophex_query	prophasm	19	na	Neg	0.82	0.09	0.72	99%	209624	5256	0	0.823405
sars-cov-2_pangenome_k32.r_0.5.S_prophasm.k_19.d_na.t_Pos	sars-cov-2_pangenome_k32	0.5	08_prophex_query	prophasm	19	na	Pos	1.55	0.17	1.37	99%	204156	5256	0	1.556383
sars-cov-2_pangenome_k32.r_0.5.S_prophasm.k_21.d_na.t_0	sars-cov-2_pangenome_k32	0.5	08_prophex_query	prophasm	21	na	0	1.56	0.20	1.34	99%	232444	225600	0	1.567321
sars-cov-2_pangenome_k32.r_0.5.S_prophasm.k_21.d_na.t_Neg	sars-cov-2_pangenome_k32	0.5	08_prophex_query	prophasm	21	na	Neg	0.99	0.19	0.79	99%	232444	0	0	0.996708
sars-cov-2_pangenome_k32.r_0.5.S_prophasm.k_21.d_na.t_Pos	sars-cov-2_pangenome_k32	0.5	08_prophex_query	prophasm	21	na	Pos	1.75	0.19	1.55	99%	232444	5648	0	1.758019
sars-cov-2_pangenome_k32.r_0.5.S_prophasm.k_23.d_na.t_0	sars-cov-2_pangenome_k32	0.5	08_prophex_query	prophasm	23	na	0	1.98	0.25	1.72	99%	261952	262584	0	1.989403
sars-cov-2_pangenome_k32.r_0.5.S_prophasm.k_23.d_na.t_Neg	sars-cov-2_pangenome_k32	0.5	08_prophex_query	prophasm	23	na	Neg	1.10	0.16	0.94	99%	261952	6040	0	1.106622
sars-cov-2_pangenome_k32.r_0.5.S_prophasm.k_23.d_na.t_Pos	sars-cov-2_pangenome_k32	0.5	08_prophex_query	prophasm	23	na	Pos	2.09	0.20	1.88	99%	261952	6040	0	2.102578
sars-cov-2_pangenome_k32.r_0.5.S_prophasm.k_31.d_na.t_0	sars-cov-2_pangenome_k32	0.5	08_prophex_query	prophasm	31	na	0	2.20	0.25	1.92	98%	396656	436696	0	2.209699
sars-cov-2_pangenome_k32.r_0.5.S_prophasm.k_31.d_na.t_Neg	sars-cov-2_pangenome_k32	0.5	08_prophex_query	prophasm	31	na	Neg	1.48	0.21	1.22	97%	399204	438600	0	1.488978
sars-cov-2_pangenome_k32.r_0.5.S_prophasm.k_31.d_na.t_Pos	sars-cov-2_pangenome_k32	0.5	08_prophex_query	prophasm	31	na	Pos	3.10	0.33	2.73	98%	395048	437752	0	3.111003
sars-cov-2_pangenome_k32.r_0.6.S_prophasm.k_15.d_na.t_0	sars-cov-2_pangenome_k32	0.6	08_prophex_query	prophasm	15	na	0	1.09	0.09	0.99	99%	146680	121080	0	1.097341
sars-cov-2_pangenome_k32.r_0.6.S_prophasm.k_15.d_na.t_Neg	sars-cov-2_pangenome_k32	0.6	08_prophex_query	prophasm	15	na	Neg	0.65	0.06	0.59	99%	146680	0	0	0.660389
sars-cov-2_pangenome_k32.r_0.6.S_prophasm.k_15.d_na.t_Pos	sars-cov-2_pangenome_k32	0.6	08_prophex_query	prophasm	15	na	Pos	1.15	0.06	1.08	99%	146680	4472	0	1.161457
sars-cov-2_pangenome_k32.r_0.6.S_prophasm.k_17.d_na.t_0	sars-cov-2_pangenome_k32	0.6	08_prophex_query	prophasm	17	na	0	1.49	0.16	1.32	99%	174360	156928	0	1.504892
sars-cov-2_pangenome_k32.r_0.6.S_prophasm.k_17.d_na.t_Neg	sars-cov-2_pangenome_k32	0.6	08_prophex_query	prophasm	17	na	Neg	0.77	0.11	0.65	99%	174388	0	0	0.779767
sars-cov-2_pangenome_k32.r_0.6.S_prophasm.k_17.d_na.t_Pos	sars-cov-2_pangenome_k32	0.6	08_prophex_query	prophasm	17	na	Pos	1.43	0.13	1.29	99%	174384	6936	0	1.4368
sars-cov-2_pangenome_k32.r_0.6.S_prophasm.k_19.d_na.t_0	sars-cov-2_pangenome_k32	0.6	08_prophex_query	prophasm	19	na	0	1.28	0.10	1.16	98%	206788	188456	0	1.287327
sars-cov-2_pangenome_k32.r_0.6.S_prophasm.k_19.d_na.t_Neg	sars-cov-2_pangenome_k32	0.6	08_prophex_query	prophasm	19	na	Neg	0.86	0.09	0.76	99%	200716	0	0	0.871096
sars-cov-2_pangenome_k32.r_0.6.S_prophasm.k_19.d_na.t_Pos	sars-cov-2_pangenome_k32	0.6	08_prophex_query	prophasm	19	na	Pos	1.82	0.09	1.72	99%	206788	5256	0	1.826757
sars-cov-2_pangenome_k32.r_0.6.S_prophasm.k_21.d_na.t_0	sars-cov-2_pangenome_k32	0.6	08_prophex_query	prophasm	21	na	0	1.42	0.12	1.28	99%	231260	222208	0	1.424017
sars-cov-2_pangenome_k32.r_0.6.S_prophasm.k_21.d_na.t_Neg	sars-cov-2_pangenome_k32	0.6	08_prophex_query	prophasm	21	na	Neg	0.89	0.07	0.81	99%	231260	5648	0	0.896584
sars-cov-2_pangenome_k32.r_0.6.S_prophasm.k_21.d_na.t_Pos	sars-cov-2_pangenome_k32	0.6	08_prophex_query	prophasm	21	na	Pos	1.52	0.12	1.39	99%	231260	5648	0	1.530658
sars-cov-2_pangenome_k32.r_0.6.S_prophasm.k_23.d_na.t_0	sars-cov-2_pangenome_k32	0.6	08_prophex_query	prophasm	23	na	0	2.18	0.33	1.84	99%	256836	258280	0	2.191766
sars-cov-2_pangenome_k32.r_0.6.S_prophasm.k_23.d_na.t_Neg	sars-cov-2_pangenome_k32	0.6	08_prophex_query	prophasm	23	na	Neg	1.01	0.11	0.90	99%	261984	0	0	1.023574
sars-cov-2_pangenome_k32.r_0.6.S_prophasm.k_23.d_na.t_Pos	sars-cov-2_pangenome_k32	0.6	08_prophex_query	prophasm	23	na	Pos	2.31	0.21	2.10	99%	256836	6040	0	2.321223
sars-cov-2_pangenome_k32.r_0.6.S_prophasm.k_31.d_na.t_0	sars-cov-2_pangenome_k32	0.6	08_prophex_query	prophasm	31	na	0	2.29	0.27	1.95	97%	389500	435160	0	2.294697
sars-cov-2_pangenome_k32.r_0.6.S_prophasm.k_31.d_na.t_Neg	sars-cov-2_pangenome_k32	0.6	08_prophex_query	prophasm	31	na	Neg	1.63	0.33	1.25	97%	386476	314192	0	1.636482
