pref	genome	rate	prog	S_alg	k	d	qType	real(s)	sys(s)	user(s)	percent_CPU	max_RAM(kb)	FS_inputs	FS_outputs	elapsed_time_alt(s)
sars-cov-2_pangenome_k32.r_0.1.S_prophasm.k_15.d_na.t_index	sars-cov-2_pangenome_k32	0.1	15_bwa	prophasm	15	na	index	2.26	0.08	2.14	98%	78988	8	83864	2.26755
sars-cov-2_pangenome_k32.r_0.1.S_prophasm.k_17.d_na.t_index	sars-cov-2_pangenome_k32	0.1	15_bwa	prophasm	17	na	index	3.57	0.09	3.42	98%	101124	8	104704	3.576571
sars-cov-2_pangenome_k32.r_0.1.S_prophasm.k_19.d_na.t_index	sars-cov-2_pangenome_k32	0.1	15_bwa	prophasm	19	na	index	5.41	0.10	5.24	98%	124104	24	126048	5.423155
sars-cov-2_pangenome_k32.r_0.1.S_prophasm.k_21.d_na.t_index	sars-cov-2_pangenome_k32	0.1	15_bwa	prophasm	21	na	index	6.18	0.21	5.90	98%	149184	0	149080	6.194063
sars-cov-2_pangenome_k32.r_0.1.S_prophasm.k_23.d_na.t_index	sars-cov-2_pangenome_k32	0.1	15_bwa	prophasm	23	na	index	6.87	0.15	6.64	98%	176600	0	173672	6.883825
sars-cov-2_pangenome_k32.r_0.1.S_prophasm.k_31.d_na.t_index	sars-cov-2_pangenome_k32	0.1	15_bwa	prophasm	31	na	index	18.05	0.27	17.65	99%	129484	24	289376	18.058008
sars-cov-2_pangenome_k32.r_0.2.S_prophasm.k_15.d_na.t_index	sars-cov-2_pangenome_k32	0.2	15_bwa	prophasm	15	na	index	4.83	0.18	4.58	98%	119988	0	149096	4.83759
sars-cov-2_pangenome_k32.r_0.2.S_prophasm.k_17.d_na.t_index	sars-cov-2_pangenome_k32	0.2	15_bwa	prophasm	17	na	index	7.91	0.29	7.52	98%	160120	0	187432	7.916468
sars-cov-2_pangenome_k32.r_0.2.S_prophasm.k_19.d_na.t_index	sars-cov-2_pangenome_k32	0.2	15_bwa	prophasm	19	na	index	11.03	0.30	10.61	98%	218776	0	225768	11.039701
sars-cov-2_pangenome_k32.r_0.2.S_prophasm.k_21.d_na.t_index	sars-cov-2_pangenome_k32	0.2	15_bwa	prophasm	21	na	index	13.62	0.42	13.05	98%	263380	0	267128	13.623047
sars-cov-2_pangenome_k32.r_0.2.S_prophasm.k_23.d_na.t_index	sars-cov-2_pangenome_k32	0.2	15_bwa	prophasm	23	na	index	19.07	0.37	18.57	99%	146268	0	311264	19.082902
sars-cov-2_pangenome_k32.r_0.2.S_prophasm.k_31.d_na.t_index	sars-cov-2_pangenome_k32	0.2	15_bwa	prophasm	31	na	index	39.56	0.61	38.68	99%	211204	24	518312	39.572646
sars-cov-2_pangenome_k32.r_0.3.S_prophasm.k_15.d_na.t_index	sars-cov-2_pangenome_k32	0.3	15_bwa	prophasm	15	na	index	9.07	0.43	8.55	98%	157984	8	196904	9.078394
sars-cov-2_pangenome_k32.r_0.3.S_prophasm.k_17.d_na.t_index	sars-cov-2_pangenome_k32	0.3	15_bwa	prophasm	17	na	index	12.39	0.49	11.77	99%	211216	0	248296	12.398068
sars-cov-2_pangenome_k32.r_0.3.S_prophasm.k_19.d_na.t_index	sars-cov-2_pangenome_k32	0.3	15_bwa	prophasm	19	na	index	14.95	0.30	14.52	99%	150288	136	299320	14.962205
sars-cov-2_pangenome_k32.r_0.3.S_prophasm.k_21.d_na.t_index	sars-cov-2_pangenome_k32	0.3	15_bwa	prophasm	21	na	index	22.63	0.37	22.10	99%	169968	16	353680	22.637968
sars-cov-2_pangenome_k32.r_0.3.S_prophasm.k_23.d_na.t_index	sars-cov-2_pangenome_k32	0.3	15_bwa	prophasm	23	na	index	25.16	0.44	24.55	99%	190224	8	411704	25.167571
sars-cov-2_pangenome_k32.r_0.3.S_prophasm.k_31.d_na.t_index	sars-cov-2_pangenome_k32	0.3	15_bwa	prophasm	31	na	index	56.44	0.71	55.45	99%	278128	16	683920	56.451512
sars-cov-2_pangenome_k32.r_0.4.S_prophasm.k_15.d_na.t_index	sars-cov-2_pangenome_k32	0.4	15_bwa	prophasm	15	na	index	10.68	0.43	10.12	98%	183392	24	227984	10.688806
sars-cov-2_pangenome_k32.r_0.4.S_prophasm.k_17.d_na.t_index	sars-cov-2_pangenome_k32	0.4	15_bwa	prophasm	17	na	index	15.11	0.48	14.48	99%	244932	8	287272	15.11701
sars-cov-2_pangenome_k32.r_0.4.S_prophasm.k_19.d_na.t_index	sars-cov-2_pangenome_k32	0.4	15_bwa	prophasm	19	na	index	19.11	0.41	18.55	99%	171836	296	345976	19.118427
sars-cov-2_pangenome_k32.r_0.4.S_prophasm.k_21.d_na.t_index	sars-cov-2_pangenome_k32	0.4	15_bwa	prophasm	21	na	index	24.27	0.41	23.68	99%	196188	16	408208	24.278705
sars-cov-2_pangenome_k32.r_0.4.S_prophasm.k_23.d_na.t_index	sars-cov-2_pangenome_k32	0.4	15_bwa	prophasm	23	na	index	32.48	0.49	31.78	99%	218204	16	474816	32.48605
sars-cov-2_pangenome_k32.r_0.4.S_prophasm.k_31.d_na.t_index	sars-cov-2_pangenome_k32	0.4	15_bwa	prophasm	31	na	index	64.09	0.83	62.94	99%	317136	96	787312	64.100653
sars-cov-2_pangenome_k32.r_0.5.S_prophasm.k_15.d_na.t_index	sars-cov-2_pangenome_k32	0.5	15_bwa	prophasm	15	na	index	11.63	0.37	11.14	98%	196904	24	242632	11.634844
sars-cov-2_pangenome_k32.r_0.5.S_prophasm.k_17.d_na.t_index	sars-cov-2_pangenome_k32	0.5	15_bwa	prophasm	17	na	index	15.83	0.33	15.36	99%	158620	8	304824	15.844457
sars-cov-2_pangenome_k32.r_0.5.S_prophasm.k_19.d_na.t_index	sars-cov-2_pangenome_k32	0.5	15_bwa	prophasm	19	na	index	19.18	0.47	18.54	99%	180548	0	366288	19.192975
sars-cov-2_pangenome_k32.r_0.5.S_prophasm.k_21.d_na.t_index	sars-cov-2_pangenome_k32	0.5	15_bwa	prophasm	21	na	index	24.94	0.35	24.41	99%	204876	24	431848	24.950542
sars-cov-2_pangenome_k32.r_0.5.S_prophasm.k_23.d_na.t_index	sars-cov-2_pangenome_k32	0.5	15_bwa	prophasm	23	na	index	32.77	0.47	32.09	99%	229600	8	501728	32.778085
sars-cov-2_pangenome_k32.r_0.5.S_prophasm.k_31.d_na.t_index	sars-cov-2_pangenome_k32	0.5	15_bwa	prophasm	31	na	index	69.00	1.17	67.56	99%	331684	704	829432	69.006747
sars-cov-2_pangenome_k32.r_0.6.S_prophasm.k_15.d_na.t_index	sars-cov-2_pangenome_k32	0.6	15_bwa	prophasm	15	na	index	11.24	0.35	10.76	98%	198788	16	241040	11.247047
sars-cov-2_pangenome_k32.r_0.6.S_prophasm.k_17.d_na.t_index	sars-cov-2_pangenome_k32	0.6	15_bwa	prophasm	17	na	index	19.53	0.46	18.93	99%	153884	0	301472	19.537262
sars-cov-2_pangenome_k32.r_0.6.S_prophasm.k_19.d_na.t_index	sars-cov-2_pangenome_k32	0.6	15_bwa	prophasm	19	na	index	19.92	0.38	19.39	99%	178092	16	361272	19.929645
sars-cov-2_pangenome_k32.r_0.6.S_prophasm.k_21.d_na.t_index	sars-cov-2_pangenome_k32	0.6	15_bwa	prophasm	21	na	index	24.53	0.40	23.93	99%	199792	8	425144	24.535509
sars-cov-2_pangenome_k32.r_0.6.S_prophasm.k_23.d_na.t_index	sars-cov-2_pangenome_k32	0.6	15_bwa	prophasm	23	na	index	35.88	0.49	35.18	99%	223844	48	493288	35.889258
sars-cov-2_pangenome_k32.r_0.6.S_prophasm.k_31.d_na.t_index	sars-cov-2_pangenome_k32	0.6	15_bwa	prophasm	31	na	index	65.86	0.75	64.79	99%	323732	72	811808	65.872869
sars-cov-2_pangenome_k32.r_0.7.S_prophasm.k_15.d_na.t_index	sars-cov-2_pangenome_k32	0.7	15_bwa	prophasm	15	na	index	10.14	0.41	9.62	98%	189400	16	223832	10.153184
sars-cov-2_pangenome_k32.r_0.7.S_prophasm.k_17.d_na.t_index	sars-cov-2_pangenome_k32	0.7	15_bwa	prophasm	17	na	index	12.30	0.26	11.91	99%	266844	8	277760	12.307809
sars-cov-2_pangenome_k32.r_0.7.S_prophasm.k_19.d_na.t_index	sars-cov-2_pangenome_k32	0.7	15_bwa	prophasm	19	na	index	17.57	0.32	17.11	99%	161456	8	331552	17.579227
sars-cov-2_pangenome_k32.r_0.7.S_prophasm.k_21.d_na.t_index	sars-cov-2_pangenome_k32	0.7	15_bwa	prophasm	21	na	index	22.59	0.43	21.99	99%	181384	40	388560	22.595191
sars-cov-2_pangenome_k32.r_0.7.S_prophasm.k_23.d_na.t_index	sars-cov-2_pangenome_k32	0.7	15_bwa	prophasm	23	na	index	32.28	2.71	29.04	98%	201416	176024	449832	32.286993
sars-cov-2_pangenome_k32.r_0.7.S_prophasm.k_31.d_na.t_index	sars-cov-2_pangenome_k32	0.7	15_bwa	prophasm	31	na	index	59.57	0.71	58.56	99%	289428	48	734728	59.580681
sars-cov-2_pangenome_k32.r_0.8.S_prophasm.k_15.d_na.t_index	sars-cov-2_pangenome_k32	0.8	15_bwa	prophasm	15	na	index	8.45	0.31	8.05	98%	184628	16	192096	8.457555
sars-cov-2_pangenome_k32.r_0.8.S_prophasm.k_17.d_na.t_index	sars-cov-2_pangenome_k32	0.8	15_bwa	prophasm	17	na	index	10.31	0.25	9.95	98%	229616	16	234128	10.319979
sars-cov-2_pangenome_k32.r_0.8.S_prophasm.k_19.d_na.t_index	sars-cov-2_pangenome_k32	0.8	15_bwa	prophasm	19	na	index	15.52	0.46	14.95	99%	133088	40	277256	15.533849
sars-cov-2_pangenome_k32.r_0.8.S_prophasm.k_21.d_na.t_index	sars-cov-2_pangenome_k32	0.8	15_bwa	prophasm	21	na	index	18.34	0.28	17.93	99%	147668	24	322832	18.346621
sars-cov-2_pangenome_k32.r_0.8.S_prophasm.k_23.d_na.t_index	sars-cov-2_pangenome_k32	0.8	15_bwa	prophasm	23	na	index	23.89	0.33	23.40	99%	165252	152	372208	23.901742
sars-cov-2_pangenome_k32.r_0.8.S_prophasm.k_31.d_na.t_index	sars-cov-2_pangenome_k32	0.8	15_bwa	prophasm	31	na	index	47.60	0.58	46.78	99%	233256	104	599008	47.608772
sars-cov-2_pangenome_k32.r_0.9.S_prophasm.k_15.d_na.t_index	sars-cov-2_pangenome_k32	0.9	15_bwa	prophasm	15	na	index	5.40	0.20	5.13	98%	145280	8	145736	5.410433
sars-cov-2_pangenome_k32.r_0.9.S_prophasm.k_17.d_na.t_index	sars-cov-2_pangenome_k32	0.9	15_bwa	prophasm	17	na	index	7.97	0.17	7.71	98%	174896	0	172056	7.981482
sars-cov-2_pangenome_k32.r_0.9.S_prophasm.k_19.d_na.t_index	sars-cov-2_pangenome_k32	0.9	15_bwa	prophasm	19	na	index	9.81	0.31	9.41	99%	206616	40	199840	9.822726
sars-cov-2_pangenome_k32.r_0.9.S_prophasm.k_21.d_na.t_index	sars-cov-2_pangenome_k32	0.9	15_bwa	prophasm	21	na	index	11.90	0.25	11.54	99%	233300	8	228944	11.9145
sars-cov-2_pangenome_k32.r_0.9.S_prophasm.k_23.d_na.t_index	sars-cov-2_pangenome_k32	0.9	15_bwa	prophasm	23	na	index	14.89	0.20	14.57	99%	122772	8	260712	14.899386
sars-cov-2_pangenome_k32.r_0.9.S_prophasm.k_31.d_na.t_index	sars-cov-2_pangenome_k32	0.9	15_bwa	prophasm	31	na	index	40.64	0.39	40.07	99%	153484	80	405528	40.651058
sars-cov-2_pangenome_k32.r_1.0.S_prophasm.k_15.d_na.t_index	sars-cov-2_pangenome_k32	1.0	15_bwa	prophasm	15	na	index	3.46	0.10	3.32	98%	95884	8	84704	3.471572
sars-cov-2_pangenome_k32.r_1.0.S_prophasm.k_17.d_na.t_index	sars-cov-2_pangenome_k32	1.0	15_bwa	prophasm	17	na	index	4.48	0.12	4.30	98%	109672	24	90896	4.491856
sars-cov-2_pangenome_k32.r_1.0.S_prophasm.k_19.d_na.t_index	sars-cov-2_pangenome_k32	1.0	15_bwa	prophasm	19	na	index	6.00	0.25	5.69	99%	137480	24	99360	6.016939
sars-cov-2_pangenome_k32.r_1.0.S_prophasm.k_21.d_na.t_index	sars-cov-2_pangenome_k32	1.0	15_bwa	prophasm	21	na	index	5.30	0.17	5.06	98%	152164	16	108000	5.307762
sars-cov-2_pangenome_k32.r_1.0.S_prophasm.k_23.d_na.t_index	sars-cov-2_pangenome_k32	1.0	15_bwa	prophasm	23	na	index	6.19	0.15	5.97	99%	168272	48	117664	6.196541
sars-cov-2_pangenome_k32.r_1.0.S_prophasm.k_31.d_na.t_index	sars-cov-2_pangenome_k32	1.0	15_bwa	prophasm	31	na	index	11.23	0.38	10.76	99%	234212	32	156448	11.244032
spneumo_pangenome_k32.r_0.01.S_prophasm.k_15.d_na.t_index	spneumo_pangenome_k32	0.01	15_bwa	prophasm	15	na	index	0.29	0.02	0.26	98%	13804	16	12456	0.298342
spneumo_pangenome_k32.r_0.01.S_prophasm.k_17.d_na.t_index	spneumo_pangenome_k32	0.01	15_bwa	prophasm	17	na	index	0.34	0.01	0.32	97%	15916	16	14264	0.349968
spneumo_pangenome_k32.r_0.01.S_prophasm.k_19.d_na.t_index	spneumo_pangenome_k32	0.01	15_bwa	prophasm	19	na	index	0.44	0.01	0.42	98%	17936	0	15856	0.452708
spneumo_pangenome_k32.r_0.01.S_prophasm.k_21.d_na.t_index	spneumo_pangenome_k32	0.01	15_bwa	prophasm	21	na	index	0.49	0.02	0.46	98%	19736	0	17488	0.503455
spneumo_pangenome_k32.r_0.01.S_prophasm.k_23.d_na.t_index	spneumo_pangenome_k32	0.01	15_bwa	prophasm	23	na	index	0.54	0.02	0.51	98%	21880	0	19176	0.547985
spneumo_pangenome_k32.r_0.01.S_prophasm.k_31.d_na.t_index	spneumo_pangenome_k32	0.01	15_bwa	prophasm	31	na	index	0.79	0.05	0.73	98%	36956	0	26528	0.801891
spneumo_pangenome_k32.r_0.1.S_prophasm.k_15.d_na.t_index	spneumo_pangenome_k32	0.1	15_bwa	prophasm	15	na	index	4.30	0.13	4.11	98%	94104	8	116424	4.308476
spneumo_pangenome_k32.r_0.1.S_prophasm.k_17.d_na.t_index	spneumo_pangenome_k32	0.1	15_bwa	prophasm	17	na	index	4.90	0.15	4.67	98%	115312	0	134080	4.912808
spneumo_pangenome_k32.r_0.1.S_prophasm.k_19.d_na.t_index	spneumo_pangenome_k32	0.1	15_bwa	prophasm	19	na	index	5.73	0.29	5.36	98%	145828	0	149072	5.743005
spneumo_pangenome_k32.r_0.1.S_prophasm.k_21.d_na.t_index	spneumo_pangenome_k32	0.1	15_bwa	prophasm	21	na	index	7.41	0.35	6.98	98%	163704	8	164080	7.421129
spneumo_pangenome_k32.r_0.1.S_prophasm.k_23.d_na.t_index	spneumo_pangenome_k32	0.1	15_bwa	prophasm	23	na	index	9.83	0.22	9.51	99%	182628	0	179776	9.836491
spneumo_pangenome_k32.r_0.1.S_prophasm.k_31.d_na.t_index	spneumo_pangenome_k32	0.1	15_bwa	prophasm	31	na	index	15.12	0.25	14.76	99%	117936	0	247520	15.124427
spneumo_pangenome_k32.r_0.2.S_prophasm.k_15.d_na.t_index	spneumo_pangenome_k32	0.2	15_bwa	prophasm	15	na	index	8.36	0.36	7.89	98%	165424	16	208216	8.364651
spneumo_pangenome_k32.r_0.2.S_prophasm.k_17.d_na.t_index	spneumo_pangenome_k32	0.2	15_bwa	prophasm	17	na	index	9.94	0.31	9.50	98%	204456	16	241616	9.944804
spneumo_pangenome_k32.r_0.2.S_prophasm.k_19.d_na.t_index	spneumo_pangenome_k32	0.2	15_bwa	prophasm	19	na	index	12.19	0.39	11.66	98%	258224	136	268272	12.194588
spneumo_pangenome_k32.r_0.2.S_prophasm.k_21.d_na.t_index	spneumo_pangenome_k32	0.2	15_bwa	prophasm	21	na	index	16.10	0.33	15.64	99%	143304	8	295224	16.107828
spneumo_pangenome_k32.r_0.2.S_prophasm.k_23.d_na.t_index	spneumo_pangenome_k32	0.2	15_bwa	prophasm	23	na	index	18.77	0.40	18.24	99%	150696	8	323000	18.780114
spneumo_pangenome_k32.r_0.2.S_prophasm.k_31.d_na.t_index	spneumo_pangenome_k32	0.2	15_bwa	prophasm	31	na	index	33.52	0.53	32.80	99%	181508	32	444280	33.532329
spneumo_pangenome_k32.r_0.3.S_prophasm.k_15.d_na.t_index	spneumo_pangenome_k32	0.3	15_bwa	prophasm	15	na	index	10.83	0.30	10.40	98%	217780	16	275328	10.838988
spneumo_pangenome_k32.r_0.3.S_prophasm.k_17.d_na.t_index	spneumo_pangenome_k32	0.3	15_bwa	prophasm	17	na	index	17.44	0.31	17.00	99%	166716	0	320464	17.450711
spneumo_pangenome_k32.r_0.3.S_prophasm.k_19.d_na.t_index	spneumo_pangenome_k32	0.3	15_bwa	prophasm	19	na	index	19.70	0.40	19.15	99%	177360	32	355448	19.705095
spneumo_pangenome_k32.r_0.3.S_prophasm.k_21.d_na.t_index	spneumo_pangenome_k32	0.3	15_bwa	prophasm	21	na	index	27.38	0.61	26.60	99%	189000	32	390736	27.382784
spneumo_pangenome_k32.r_0.3.S_prophasm.k_23.d_na.t_index	spneumo_pangenome_k32	0.3	15_bwa	prophasm	23	na	index	27.12	0.46	26.46	99%	197352	16	427200	27.131299
spneumo_pangenome_k32.r_0.3.S_prophasm.k_31.d_na.t_index	spneumo_pangenome_k32	0.3	15_bwa	prophasm	31	na	index	44.21	0.63	43.34	99%	238004	16	586776	44.216739
spneumo_pangenome_k32.r_0.4.S_prophasm.k_15.d_na.t_index	spneumo_pangenome_k32	0.4	15_bwa	prophasm	15	na	index	15.15	0.60	14.40	99%	252124	8	317384	15.157799
spneumo_pangenome_k32.r_0.4.S_prophasm.k_17.d_na.t_index	spneumo_pangenome_k32	0.4	15_bwa	prophasm	17	na	index	19.62	0.45	19.01	99%	190580	16	369688	19.627005
spneumo_pangenome_k32.r_0.4.S_prophasm.k_19.d_na.t_index	spneumo_pangenome_k32	0.4	15_bwa	prophasm	19	na	index	21.89	0.42	21.29	99%	204124	0	409784	21.900878
spneumo_pangenome_k32.r_0.4.S_prophasm.k_21.d_na.t_index	spneumo_pangenome_k32	0.4	15_bwa	prophasm	21	na	index	28.29	0.52	27.56	99%	215268	16	450280	28.300568
spneumo_pangenome_k32.r_0.4.S_prophasm.k_23.d_na.t_index	spneumo_pangenome_k32	0.4	15_bwa	prophasm	23	na	index	30.68	0.48	30.00	99%	227308	24	492192	30.693791
spneumo_pangenome_k32.r_0.4.S_prophasm.k_31.d_na.t_index	spneumo_pangenome_k32	0.4	15_bwa	prophasm	31	na	index	54.42	0.73	53.41	99%	273100	48	674888	54.426514
spneumo_pangenome_k32.r_0.5.S_prophasm.k_15.d_na.t_index	spneumo_pangenome_k32	0.5	15_bwa	prophasm	15	na	index	15.57	0.35	15.07	99%	180788	0	335360	15.583848
spneumo_pangenome_k32.r_0.5.S_prophasm.k_17.d_na.t_index	spneumo_pangenome_k32	0.5	15_bwa	prophasm	17	na	index	20.46	0.44	19.86	99%	200512	24	389880	20.467751
spneumo_pangenome_k32.r_0.5.S_prophasm.k_19.d_na.t_index	spneumo_pangenome_k32	0.5	15_bwa	prophasm	19	na	index	24.19	0.54	23.44	99%	213352	8	432152	24.198875
spneumo_pangenome_k32.r_0.5.S_prophasm.k_21.d_na.t_index	spneumo_pangenome_k32	0.5	15_bwa	prophasm	21	na	index	28.28	0.44	27.59	99%	225892	24	474240	28.292548
spneumo_pangenome_k32.r_0.5.S_prophasm.k_23.d_na.t_index	spneumo_pangenome_k32	0.5	15_bwa	prophasm	23	na	index	32.82	0.48	32.13	99%	236296	8	518080	32.828414
spneumo_pangenome_k32.r_0.5.S_prophasm.k_31.d_na.t_index	spneumo_pangenome_k32	0.5	15_bwa	prophasm	31	na	index	56.93	0.73	55.60	98%	284164	232704	708904	56.941798
spneumo_pangenome_k32.r_0.6.S_prophasm.k_15.d_na.t_index	spneumo_pangenome_k32	0.6	15_bwa	prophasm	15	na	index	14.84	0.36	14.34	99%	175840	0	329800	14.848057
spneumo_pangenome_k32.r_0.6.S_prophasm.k_17.d_na.t_index	spneumo_pangenome_k32	0.6	15_bwa	prophasm	17	na	index	18.73	0.30	18.28	99%	194520	8	381688	18.740318
spneumo_pangenome_k32.r_0.6.S_prophasm.k_19.d_na.t_index	spneumo_pangenome_k32	0.6	15_bwa	prophasm	19	na	index	26.51	0.46	25.87	99%	207044	80	422128	26.520503
spneumo_pangenome_k32.r_0.6.S_prophasm.k_21.d_na.t_index	spneumo_pangenome_k32	0.6	15_bwa	prophasm	21	na	index	27.06	0.51	26.33	99%	217244	40	462984	27.069496
spneumo_pangenome_k32.r_0.6.S_prophasm.k_23.d_na.t_index	spneumo_pangenome_k32	0.6	15_bwa	prophasm	23	na	index	31.54	0.52	30.80	99%	229668	40	505616	31.548916
spneumo_pangenome_k32.r_0.6.S_prophasm.k_31.d_na.t_index	spneumo_pangenome_k32	0.6	15_bwa	prophasm	31	na	index	54.80	0.57	53.95	99%	275376	24	689904	54.80783
spneumo_pangenome_k32.r_0.7.S_prophasm.k_15.d_na.t_index	spneumo_pangenome_k32	0.7	15_bwa	prophasm	15	na	index	12.81	0.30	12.37	98%	253224	16	301544	12.820022
spneumo_pangenome_k32.r_0.7.S_prophasm.k_17.d_na.t_index	spneumo_pangenome_k32	0.7	15_bwa	prophasm	17	na	index	17.33	0.35	16.82	99%	173200	24	345240	17.336102
spneumo_pangenome_k32.r_0.7.S_prophasm.k_19.d_na.t_index	spneumo_pangenome_k32	0.7	15_bwa	prophasm	19	na	index	20.16	0.32	19.68	99%	189896	32	380928	20.171602
spneumo_pangenome_k32.r_0.7.S_prophasm.k_21.d_na.t_index	spneumo_pangenome_k32	0.7	15_bwa	prophasm	21	na	index	24.68	0.33	24.18	99%	193840	24	416944	24.693432
spneumo_pangenome_k32.r_0.7.S_prophasm.k_23.d_na.t_index	spneumo_pangenome_k32	0.7	15_bwa	prophasm	23	na	index	27.66	0.44	26.99	99%	205136	0	454792	27.667915
spneumo_pangenome_k32.r_0.7.S_prophasm.k_31.d_na.t_index	spneumo_pangenome_k32	0.7	15_bwa	prophasm	31	na	index	53.47	0.75	52.43	99%	244820	40	618432	53.479976
spneumo_pangenome_k32.r_0.8.S_prophasm.k_15.d_na.t_index	spneumo_pangenome_k32	0.8	15_bwa	prophasm	15	na	index	12.11	0.23	11.76	99%	239696	24	250464	12.121344
spneumo_pangenome_k32.r_0.8.S_prophasm.k_17.d_na.t_index	spneumo_pangenome_k32	0.8	15_bwa	prophasm	17	na	index	14.04	0.33	13.60	99%	138564	32	281200	14.05191
