pref	genome	rate	prog	S_alg	k	d	qType	real(s)	sys(s)	user(s)	percent_CPU	max_RAM(kb)	FS_inputs	FS_outputs	elapsed_time_alt(s)
sars-cov-2_pangenome_k32.r_0.2.S_prophasm.k_19.d_na.t_superstring	sars-cov-2_pangenome_k32	0.2	06_prophasm	prophasm	19	na	superstring	4.69	0.11	4.47	97%	74732	0	57936	4.700963
sars-cov-2_pangenome_k32.r_0.2.S_prophasm.k_21.d_na.t_superstring	sars-cov-2_pangenome_k32	0.2	06_prophasm	prophasm	21	na	superstring	3.75	0.13	3.45	95%	91300	0	69872	3.760607
sars-cov-2_pangenome_k32.r_0.2.S_prophasm.k_23.d_na.t_superstring	sars-cov-2_pangenome_k32	0.2	06_prophasm	prophasm	23	na	superstring	5.65	0.22	5.30	97%	96256	0	82816	5.658392
sars-cov-2_pangenome_k32.r_0.2.S_prophasm.k_31.d_na.t_superstring	sars-cov-2_pangenome_k32	0.2	06_prophasm	prophasm	31	na	superstring	8.22	0.22	7.87	98%	116612	0	145496	8.225231
sars-cov-2_pangenome_k32.r_0.3.S_prophasm.k_15.d_na.t_superstring	sars-cov-2_pangenome_k32	0.3	06_prophasm	prophasm	15	na	superstring	3.70	0.11	3.48	97%	79580	0	48536	3.711572
sars-cov-2_pangenome_k32.r_0.3.S_prophasm.k_17.d_na.t_superstring	sars-cov-2_pangenome_k32	0.3	06_prophasm	prophasm	17	na	superstring	5.57	0.18	5.27	98%	99128	0	62624	5.574491
sars-cov-2_pangenome_k32.r_0.3.S_prophasm.k_19.d_na.t_superstring	sars-cov-2_pangenome_k32	0.3	06_prophasm	prophasm	19	na	superstring	4.98	0.17	4.62	96%	106536	0	77096	4.985694
sars-cov-2_pangenome_k32.r_0.3.S_prophasm.k_21.d_na.t_superstring	sars-cov-2_pangenome_k32	0.3	06_prophasm	prophasm	21	na	superstring	8.14	0.21	7.81	98%	113920	0	92808	8.151441
sars-cov-2_pangenome_k32.r_0.3.S_prophasm.k_23.d_na.t_superstring	sars-cov-2_pangenome_k32	0.3	06_prophasm	prophasm	23	na	superstring	7.89	0.16	7.53	97%	121360	0	109864	7.899662
sars-cov-2_pangenome_k32.r_0.3.S_prophasm.k_31.d_na.t_superstring	sars-cov-2_pangenome_k32	0.3	06_prophasm	prophasm	31	na	superstring	9.81	0.21	9.28	96%	175532	0	192344	9.822496
sars-cov-2_pangenome_k32.r_0.4.S_prophasm.k_15.d_na.t_superstring	sars-cov-2_pangenome_k32	0.4	06_prophasm	prophasm	15	na	superstring	5.55	0.15	5.32	98%	106280	0	56392	5.560361
sars-cov-2_pangenome_k32.r_0.4.S_prophasm.k_17.d_na.t_superstring	sars-cov-2_pangenome_k32	0.4	06_prophasm	prophasm	17	na	superstring	7.61	0.12	7.43	99%	116816	0	72704	7.62355
sars-cov-2_pangenome_k32.r_0.4.S_prophasm.k_19.d_na.t_superstring	sars-cov-2_pangenome_k32	0.4	06_prophasm	prophasm	19	na	superstring	8.40	0.16	8.07	97%	126704	0	89376	8.415344
sars-cov-2_pangenome_k32.r_0.4.S_prophasm.k_21.d_na.t_superstring	sars-cov-2_pangenome_k32	0.4	06_prophasm	prophasm	21	na	superstring	8.06	0.22	7.63	97%	136544	0	107408	8.069306
sars-cov-2_pangenome_k32.r_0.4.S_prophasm.k_23.d_na.t_superstring	sars-cov-2_pangenome_k32	0.4	06_prophasm	prophasm	23	na	superstring	11.94	0.22	11.60	99%	170108	0	127008	11.950907
sars-cov-2_pangenome_k32.r_0.4.S_prophasm.k_31.d_na.t_superstring	sars-cov-2_pangenome_k32	0.4	06_prophasm	prophasm	31	na	superstring	13.35	0.26	12.76	97%	210796	520	221784	13.358988
sars-cov-2_pangenome_k32.r_0.5.S_prophasm.k_15.d_na.t_superstring	sars-cov-2_pangenome_k32	0.5	06_prophasm	prophasm	15	na	superstring	6.76	0.17	6.51	98%	121332	8	60248	6.772096
sars-cov-2_pangenome_k32.r_0.5.S_prophasm.k_17.d_na.t_superstring	sars-cov-2_pangenome_k32	0.5	06_prophasm	prophasm	17	na	superstring	9.08	0.19	8.72	98%	134512	0	77416	9.086166
sars-cov-2_pangenome_k32.r_0.5.S_prophasm.k_19.d_na.t_superstring	sars-cov-2_pangenome_k32	0.5	06_prophasm	prophasm	19	na	superstring	11.40	0.27	11.03	99%	170516	0	94928	11.41202
sars-cov-2_pangenome_k32.r_0.5.S_prophasm.k_21.d_na.t_superstring	sars-cov-2_pangenome_k32	0.5	06_prophasm	prophasm	21	na	superstring	9.56	0.33	9.01	97%	182816	0	113952	9.567295
sars-cov-2_pangenome_k32.r_0.5.S_prophasm.k_23.d_na.t_superstring	sars-cov-2_pangenome_k32	0.5	06_prophasm	prophasm	23	na	superstring	9.77	0.16	9.33	97%	195200	0	134552	9.776707
sars-cov-2_pangenome_k32.r_0.5.S_prophasm.k_31.d_na.t_superstring	sars-cov-2_pangenome_k32	0.5	06_prophasm	prophasm	31	na	superstring	16.16	0.38	15.41	97%	246048	0	234072	16.165894
sars-cov-2_pangenome_k32.r_0.6.S_prophasm.k_15.d_na.t_superstring	sars-cov-2_pangenome_k32	0.6	06_prophasm	prophasm	15	na	superstring	9.12	0.17	8.87	99%	136396	0	60144	9.132154
sars-cov-2_pangenome_k32.r_0.6.S_prophasm.k_17.d_na.t_superstring	sars-cov-2_pangenome_k32	0.6	06_prophasm	prophasm	17	na	superstring	10.61	0.21	10.31	99%	175856	0	76904	10.619588
sars-cov-2_pangenome_k32.r_0.6.S_prophasm.k_19.d_na.t_superstring	sars-cov-2_pangenome_k32	0.6	06_prophasm	prophasm	19	na	superstring	8.37	0.19	7.96	97%	190668	0	94000	8.382253
sars-cov-2_pangenome_k32.r_0.6.S_prophasm.k_21.d_na.t_superstring	sars-cov-2_pangenome_k32	0.6	06_prophasm	prophasm	21	na	superstring	10.30	0.28	9.65	96%	205432	0	112584	10.307483
sars-cov-2_pangenome_k32.r_0.6.S_prophasm.k_23.d_na.t_superstring	sars-cov-2_pangenome_k32	0.6	06_prophasm	prophasm	23	na	superstring	10.98	0.22	10.47	97%	220292	0	132720	10.99303
sars-cov-2_pangenome_k32.r_0.6.S_prophasm.k_31.d_na.t_superstring	sars-cov-2_pangenome_k32	0.6	06_prophasm	prophasm	31	na	superstring	16.58	0.35	15.84	97%	331220	0	229632	16.5912
sars-cov-2_pangenome_k32.r_0.7.S_prophasm.k_15.d_na.t_superstring	sars-cov-2_pangenome_k32	0.7	06_prophasm	prophasm	15	na	superstring	9.81	0.35	9.37	99%	175108	0	56208	9.815149
sars-cov-2_pangenome_k32.r_0.7.S_prophasm.k_17.d_na.t_superstring	sars-cov-2_pangenome_k32	0.7	06_prophasm	prophasm	17	na	superstring	7.86	0.19	7.44	97%	193540	0	71288	7.867651
sars-cov-2_pangenome_k32.r_0.7.S_prophasm.k_19.d_na.t_superstring	sars-cov-2_pangenome_k32	0.7	06_prophasm	prophasm	19	na	superstring	9.36	0.15	9.01	97%	210824	0	86744	9.369428
sars-cov-2_pangenome_k32.r_0.7.S_prophasm.k_21.d_na.t_superstring	sars-cov-2_pangenome_k32	0.7	06_prophasm	prophasm	21	na	superstring	10.67	0.23	10.11	96%	228032	0	103424	10.678756
sars-cov-2_pangenome_k32.r_0.7.S_prophasm.k_23.d_na.t_superstring	sars-cov-2_pangenome_k32	0.7	06_prophasm	prophasm	23	na	superstring	14.59	0.29	14.04	98%	245356	512	121600	14.595816
sars-cov-2_pangenome_k32.r_0.7.S_prophasm.k_31.d_na.t_superstring	sars-cov-2_pangenome_k32	0.7	06_prophasm	prophasm	31	na	superstring	18.39	0.37	17.67	98%	364628	0	208552	18.399988
sars-cov-2_pangenome_k32.r_0.8.S_prophasm.k_15.d_na.t_superstring	sars-cov-2_pangenome_k32	0.8	06_prophasm	prophasm	15	na	superstring	8.73	0.31	8.32	98%	190160	0	48848	8.74483
sars-cov-2_pangenome_k32.r_0.8.S_prophasm.k_17.d_na.t_superstring	sars-cov-2_pangenome_k32	0.8	06_prophasm	prophasm	17	na	superstring	8.96	0.19	8.55	97%	211224	0	60680	8.972478
sars-cov-2_pangenome_k32.r_0.8.S_prophasm.k_19.d_na.t_superstring	sars-cov-2_pangenome_k32	0.8	06_prophasm	prophasm	19	na	superstring	9.96	0.18	9.54	97%	230976	0	73208	9.967292
sars-cov-2_pangenome_k32.r_0.8.S_prophasm.k_21.d_na.t_superstring	sars-cov-2_pangenome_k32	0.8	06_prophasm	prophasm	21	na	superstring	12.82	0.44	12.11	97%	250652	0	86672	12.834221
sars-cov-2_pangenome_k32.r_0.8.S_prophasm.k_23.d_na.t_superstring	sars-cov-2_pangenome_k32	0.8	06_prophasm	prophasm	23	na	superstring	13.42	0.30	12.85	98%	331324	192	101416	13.430121
sars-cov-2_pangenome_k32.r_0.8.S_prophasm.k_31.d_na.t_superstring	sars-cov-2_pangenome_k32	0.8	06_prophasm	prophasm	31	na	superstring	19.58	0.41	18.77	97%	399888	0	171056	19.589318
sars-cov-2_pangenome_k32.r_0.9.S_prophasm.k_15.d_na.t_superstring	sars-cov-2_pangenome_k32	0.9	06_prophasm	prophasm	15	na	superstring	7.04	0.15	6.74	97%	205212	0	38032	7.046192
sars-cov-2_pangenome_k32.r_0.9.S_prophasm.k_17.d_na.t_superstring	sars-cov-2_pangenome_k32	0.9	06_prophasm	prophasm	17	na	superstring	9.58	0.18	9.18	97%	228916	0	45728	9.593623
sars-cov-2_pangenome_k32.r_0.9.S_prophasm.k_19.d_na.t_superstring	sars-cov-2_pangenome_k32	0.9	06_prophasm	prophasm	19	na	superstring	12.02	0.35	11.48	98%	251116	0	53944	12.024734
sars-cov-2_pangenome_k32.r_0.9.S_prophasm.k_21.d_na.t_superstring	sars-cov-2_pangenome_k32	0.9	06_prophasm	prophasm	21	na	superstring	12.06	0.19	11.52	97%	331344	0	62688	12.070039
sars-cov-2_pangenome_k32.r_0.9.S_prophasm.k_23.d_na.t_superstring	sars-cov-2_pangenome_k32	0.9	06_prophasm	prophasm	23	na	superstring	13.71	0.34	13.00	97%	343608	0	72304	13.72432
sars-cov-2_pangenome_k32.r_0.9.S_prophasm.k_31.d_na.t_superstring	sars-cov-2_pangenome_k32	0.9	06_prophasm	prophasm	31	na	superstring	20.39	0.45	19.50	97%	435152	512	117416	20.396559
sars-cov-2_pangenome_k32.r_1.0.S_prophasm.k_15.d_na.t_superstring	sars-cov-2_pangenome_k32	1.0	06_prophasm	prophasm	15	na	superstring	8.94	0.14	8.79	99%	220252	0	23672	8.949751
sars-cov-2_pangenome_k32.r_1.0.S_prophasm.k_17.d_na.t_superstring	sars-cov-2_pangenome_k32	1.0	06_prophasm	prophasm	17	na	superstring	9.99	0.15	9.83	99%	246496	520	26112	9.998985
sars-cov-2_pangenome_k32.r_1.0.S_prophasm.k_19.d_na.t_superstring	sars-cov-2_pangenome_k32	1.0	06_prophasm	prophasm	19	na	superstring	11.27	0.36	10.90	99%	331376	8	29040	11.280394
sars-cov-2_pangenome_k32.r_1.0.S_prophasm.k_21.d_na.t_superstring	sars-cov-2_pangenome_k32	1.0	06_prophasm	prophasm	21	na	superstring	11.55	0.20	11.33	99%	343876	48	32040	11.562177
sars-cov-2_pangenome_k32.r_1.0.S_prophasm.k_23.d_na.t_superstring	sars-cov-2_pangenome_k32	1.0	06_prophasm	prophasm	23	na	superstring	15.58	0.55	15.00	99%	368640	0	35352	15.593871
sars-cov-2_pangenome_k32.r_1.0.S_prophasm.k_31.d_na.t_superstring	sars-cov-2_pangenome_k32	1.0	06_prophasm	prophasm	31	na	superstring	19.50	0.58	18.88	99%	470352	0	48840	19.511793
spneumo_pangenome_k32.r_0.01.S_prophasm.k_15.d_na.t_superstring	spneumo_pangenome_k32	0.01	06_prophasm	prophasm	15	na	superstring	0.12	0.00	0.10	89%	25616	0	3056	0.125412
spneumo_pangenome_k32.r_0.01.S_prophasm.k_17.d_na.t_superstring	spneumo_pangenome_k32	0.01	06_prophasm	prophasm	17	na	superstring	0.15	0.01	0.11	82%	25896	0	3584	0.156336
spneumo_pangenome_k32.r_0.01.S_prophasm.k_19.d_na.t_superstring	spneumo_pangenome_k32	0.01	06_prophasm	prophasm	19	na	superstring	0.19	0.01	0.16	89%	25956	0	4072	0.203135
spneumo_pangenome_k32.r_0.01.S_prophasm.k_21.d_na.t_superstring	spneumo_pangenome_k32	0.01	06_prophasm	prophasm	21	na	superstring	0.15	0.00	0.13	89%	26144	0	4568	0.159473
spneumo_pangenome_k32.r_0.01.S_prophasm.k_23.d_na.t_superstring	spneumo_pangenome_k32	0.01	06_prophasm	prophasm	23	na	superstring	0.17	0.01	0.13	86%	26144	0	5096	0.183722
spneumo_pangenome_k32.r_0.01.S_prophasm.k_31.d_na.t_superstring	spneumo_pangenome_k32	0.01	06_prophasm	prophasm	31	na	superstring	0.27	0.01	0.22	90%	27388	192	7424	0.274477
spneumo_pangenome_k32.r_0.1.S_prophasm.k_15.d_na.t_superstring	spneumo_pangenome_k32	0.1	06_prophasm	prophasm	15	na	superstring	1.39	0.04	1.26	94%	49296	0	28744	1.402284
spneumo_pangenome_k32.r_0.1.S_prophasm.k_17.d_na.t_superstring	spneumo_pangenome_k32	0.1	06_prophasm	prophasm	17	na	superstring	1.75	0.07	1.63	97%	56612	0	33856	1.762076
spneumo_pangenome_k32.r_0.1.S_prophasm.k_19.d_na.t_superstring	spneumo_pangenome_k32	0.1	06_prophasm	prophasm	19	na	superstring	1.71	0.06	1.56	95%	57932	0	38344	1.718162
spneumo_pangenome_k32.r_0.1.S_prophasm.k_21.d_na.t_superstring	spneumo_pangenome_k32	0.1	06_prophasm	prophasm	21	na	superstring	2.45	0.05	2.30	96%	58988	0	42936	2.45627
spneumo_pangenome_k32.r_0.1.S_prophasm.k_23.d_na.t_superstring	spneumo_pangenome_k32	0.1	06_prophasm	prophasm	23	na	superstring	2.45	0.05	2.32	96%	60240	0	47792	2.463804
spneumo_pangenome_k32.r_0.1.S_prophasm.k_31.d_na.t_superstring	spneumo_pangenome_k32	0.1	06_prophasm	prophasm	31	na	superstring	3.20	0.08	2.93	94%	64512	0	69248	3.210071
spneumo_pangenome_k32.r_0.2.S_prophasm.k_15.d_na.t_superstring	spneumo_pangenome_k32	0.2	06_prophasm	prophasm	15	na	superstring	3.23	0.06	3.06	96%	75884	0	51208	3.237964
spneumo_pangenome_k32.r_0.2.S_prophasm.k_17.d_na.t_superstring	spneumo_pangenome_k32	0.2	06_prophasm	prophasm	17	na	superstring	4.04	0.13	3.70	94%	79240	0	60816	4.046926
spneumo_pangenome_k32.r_0.2.S_prophasm.k_19.d_na.t_superstring	spneumo_pangenome_k32	0.2	06_prophasm	prophasm	19	na	superstring	3.87	0.11	3.56	95%	93272	192	68928	3.874963
spneumo_pangenome_k32.r_0.2.S_prophasm.k_21.d_na.t_superstring	spneumo_pangenome_k32	0.2	06_prophasm	prophasm	21	na	superstring	4.06	0.13	3.77	96%	95440	0	77264	4.06618
spneumo_pangenome_k32.r_0.2.S_prophasm.k_23.d_na.t_superstring	spneumo_pangenome_k32	0.2	06_prophasm	prophasm	23	na	superstring	5.34	0.12	5.04	96%	97704	0	85952	5.355027
spneumo_pangenome_k32.r_0.2.S_prophasm.k_31.d_na.t_superstring	spneumo_pangenome_k32	0.2	06_prophasm	prophasm	31	na	superstring	7.97	0.19	7.63	98%	106260	0	124624	7.978437
spneumo_pangenome_k32.r_0.3.S_prophasm.k_15.d_na.t_superstring	spneumo_pangenome_k32	0.3	06_prophasm	prophasm	15	na	superstring	4.60	0.13	4.31	96%	108148	0	67984	4.608919
spneumo_pangenome_k32.r_0.3.S_prophasm.k_17.d_na.t_superstring	spneumo_pangenome_k32	0.3	06_prophasm	prophasm	17	na	superstring	5.47	0.11	5.16	96%	113164	0	80944	5.475432
spneumo_pangenome_k32.r_0.3.S_prophasm.k_19.d_na.t_superstring	spneumo_pangenome_k32	0.3	06_prophasm	prophasm	19	na	superstring	6.64	0.16	6.27	96%	116872	0	91624	6.646574
spneumo_pangenome_k32.r_0.3.S_prophasm.k_21.d_na.t_superstring	spneumo_pangenome_k32	0.3	06_prophasm	prophasm	21	na	superstring	8.83	0.18	8.53	98%	120244	0	102568	8.837374
spneumo_pangenome_k32.r_0.3.S_prophasm.k_23.d_na.t_superstring	spneumo_pangenome_k32	0.3	06_prophasm	prophasm	23	na	superstring	7.46	0.18	7.06	97%	123532	0	114000	7.467596
spneumo_pangenome_k32.r_0.3.S_prophasm.k_31.d_na.t_superstring	spneumo_pangenome_k32	0.3	06_prophasm	prophasm	31	na	superstring	8.34	0.23	7.80	96%	136348	0	164936	8.350986
spneumo_pangenome_k32.r_0.4.S_prophasm.k_15.d_na.t_superstring	spneumo_pangenome_k32	0.4	06_prophasm	prophasm	15	na	superstring	8.95	0.21	8.63	98%	128976	8	78648	8.958759
spneumo_pangenome_k32.r_0.4.S_prophasm.k_17.d_na.t_superstring	spneumo_pangenome_k32	0.4	06_prophasm	prophasm	17	na	superstring	7.04	0.16	6.71	97%	135600	0	93680	7.051821
spneumo_pangenome_k32.r_0.4.S_prophasm.k_19.d_na.t_superstring	spneumo_pangenome_k32	0.4	06_prophasm	prophasm	19	na	superstring	7.36	0.16	6.97	97%	164792	0	105936	7.36622
spneumo_pangenome_k32.r_0.4.S_prophasm.k_21.d_na.t_superstring	spneumo_pangenome_k32	0.4	06_prophasm	prophasm	21	na	superstring	9.39	0.26	9.02	98%	168624	0	118512	9.401477
spneumo_pangenome_k32.r_0.4.S_prophasm.k_23.d_na.t_superstring	spneumo_pangenome_k32	0.4	06_prophasm	prophasm	23	na	superstring	8.32	0.23	7.82	96%	173004	0	131656	8.334436
spneumo_pangenome_k32.r_0.4.S_prophasm.k_31.d_na.t_superstring	spneumo_pangenome_k32	0.4	06_prophasm	prophasm	31	na	superstring	10.53	0.25	9.88	96%	190096	0	190016	10.538799
spneumo_pangenome_k32.r_0.5.S_prophasm.k_15.d_na.t_superstring	spneumo_pangenome_k32	0.5	06_prophasm	prophasm	15	na	superstring	7.15	0.16	6.87	98%	173412	0	83440	7.16435
spneumo_pangenome_k32.r_0.5.S_prophasm.k_17.d_na.t_superstring	spneumo_pangenome_k32	0.5	06_prophasm	prophasm	17	na	superstring	8.37	0.14	8.04	97%	181812	0	99144	8.380973
spneumo_pangenome_k32.r_0.5.S_prophasm.k_19.d_na.t_superstring	spneumo_pangenome_k32	0.5	06_prophasm	prophasm	19	na	superstring	8.75	0.23	8.20	96%	187740	0	112072	8.758985
spneumo_pangenome_k32.r_0.5.S_prophasm.k_21.d_na.t_superstring	spneumo_pangenome_k32	0.5	06_prophasm	prophasm	21	na	superstring	9.40	0.17	8.93	96%	193344	0	125176	9.408906
spneumo_pangenome_k32.r_0.5.S_prophasm.k_23.d_na.t_superstring	spneumo_pangenome_k32	0.5	06_prophasm	prophasm	23	na	superstring	10.37	0.23	9.83	97%	198820	0	138944	10.382158
spneumo_pangenome_k32.r_0.5.S_prophasm.k_31.d_na.t_superstring	spneumo_pangenome_k32	0.5	06_prophasm	prophasm	31	na	superstring	15.87	0.35	15.23	98%	220172	0	199968	15.876821
spneumo_pangenome_k32.r_0.6.S_prophasm.k_15.d_na.t_superstring	spneumo_pangenome_k32	0.6	06_prophasm	prophasm	15	na	superstring	8.15	0.20	7.78	97%	194148	0	82480	8.160596
spneumo_pangenome_k32.r_0.6.S_prophasm.k_17.d_na.t_superstring	spneumo_pangenome_k32	0.6	06_prophasm	prophasm	17	na	superstring	9.28	0.21	8.83	97%	204200	0	97512	9.293862
spneumo_pangenome_k32.r_0.6.S_prophasm.k_19.d_na.t_superstring	spneumo_pangenome_k32	0.6	06_prophasm	prophasm	19	na	superstring	10.44	0.22	9.93	97%	211336	0	109928	10.447402
spneumo_pangenome_k32.r_0.6.S_prophasm.k_21.d_na.t_superstring	spneumo_pangenome_k32	0.6	06_prophasm	prophasm	21	na	superstring	10.77	0.19	10.26	97%	218060	0	122664	10.781666
spneumo_pangenome_k32.r_0.6.S_prophasm.k_23.d_na.t_superstring	spneumo_pangenome_k32	0.6	06_prophasm	prophasm	23	na	superstring	11.66	0.19	11.22	97%	224620	0	136064	11.672982
spneumo_pangenome_k32.r_0.6.S_prophasm.k_31.d_na.t_superstring	spneumo_pangenome_k32	0.6	06_prophasm	prophasm	31	na	superstring	14.77	0.31	14.07	97%	250260	0	195072	14.782084
spneumo_pangenome_k32.r_0.7.S_prophasm.k_15.d_na.t_superstring	spneumo_pangenome_k32	0.7	06_prophasm	prophasm	15	na	superstring	9.19	0.15	8.86	98%	214880	0	75968	9.204744
spneumo_pangenome_k32.r_0.7.S_prophasm.k_17.d_na.t_superstring	spneumo_pangenome_k32	0.7	06_prophasm	prophasm	17	na	superstring	11.01	0.26	10.45	97%	226608	0	88800	11.0156
